Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude
Nord,59109,Brillon,773.0,50.45,3.350006
Nord,59122,Cambrai,31425.0,50.15,3.25
Nord,59124,Camphin-en-Pévèle,2501.0,50.55,3.25
Ariège,09243,Régat,89.0,42.95,1.8500061
Nord,59133,Carnin,1076.0,50.55,2.949997
Aube,10031,Barbuise,461.0,48.55,3.550003
Nord,59172,Denain,20640.0,50.35,3.350006
Aube,10081,La Chapelle-Saint-Luc,12299.0,48.35,4.050003
Nord,59192,Émerchicourt,822.0,50.35,3.25
Aube,10086,Charny-le-Bachot,249.0,48.55,3.949997
Nord,59200,Eringhem,481.0,50.85,2.350006
Aube,10096,Chennegy,458.0,48.25,3.850006
Aube,10097,Chervey,153.0,48.15,4.449997
Aube,10100,Clérey,1142.0,48.25,4.149994
Aube,10126,Dolancourt,127.0,48.25,4.649994
Aube,10129,Dosches,313.0,48.35,4.25
Aube,10136,Éguilly-sous-Bois,114.0,48.15,4.550003
Aube,10157,La Fosse-Corduan,214.0,48.45,3.649994
Aube,10180,Joncreuil,96.0,48.55,4.649994
Aube,10181,Jully-sur-Sarce,209.0,48.15,4.25
Aube,10189,Lassicourt,56.0,48.45,4.550003
Aube,10195,Lhuître,279.0,48.55,4.25
Aube,10203,Longchamp-sur-Aujon,367.0,48.15,4.850006
Aube,10214,Magnicourt,88.0,48.45,4.350006
Aube,10285,Perthes-lès-Brienne,65.0,48.45,4.550003
Aube,10295,Polisot,323.0,48.05,4.350006
Aube,10301,Pouy-sur-Vannes,178.0,48.35,3.649994
Aube,10323,Romilly-sur-Seine,14766.0,48.55,3.75
Aube,10326,Rosnay-l'Hôpital,164.0,48.45,4.550003
Aube,10352,Sainte-Maure,1766.0,48.35,4.050003
Nord,59275,Gruson,1237.0,50.55,3.25
Nord,59285,Haspres,2642.0,50.25,3.449997
Nord,59294,Haynecourt,307.0,50.25,3.149994
Nord,59343,Lesquin,9241.0,50.55,3.149994
Nord,59367,Lys-lez-Lannoy,13793.0,50.65,3.25
Nord,59374,Marbaix,469.0,50.15,3.850006
Nord,59401,Méteren,2256.0,50.75,2.649994
Nord,59424,Neuf-Mesnil,1305.0,50.25,3.949997
Nord,59429,Neuville-sur-Escaut,2757.0,50.25,3.350006
Nord,59447,Onnaing,8719.0,50.35,3.649994
Nord,59523,Sainghin-en-Mélantois,2848.0,50.55,3.149994
Nord,59528,Saint-Aubert,1561.0,50.25,3.449997
Nord,59544,Saint-Saulve,11117.0,50.35,3.550003
Nord,59576,Spycker,1752.0,50.95,2.350006
Aube,10433,Villy-en-Trodes,254.0,48.25,4.350006
Nord,59580,Steenvoorde,4324.0,50.85,2.550003
Aude,11001,Aigues-Vives,543.0,43.25,2.550003
Nord,59582,Strazeele,946.0,50.75,2.649994
Aude,11025,Bagnoles,312.0,43.25,2.449997
Nord,59656,Wervicq-Sud,5299.0,50.75,3.050003
Aude,11042,Blomac,245.0,43.25,2.550003
Nord,59659,Wignehies,2821.0,50.05,4.050003
Aude,11060,Cailla,51.0,42.85,2.25
Oise,60025,Attichy,1853.0,49.45,3.050003
Aude,11079,Caudebronde,217.0,43.35,2.25
Oise,60030,Auteuil,553.0,49.35,2.050003
Aude,11111,Cruscades,925.0,43.25,2.850006
Oise,60054,Beaumont-les-Nonains,878.0,49.35,2.050003
Aude,11117,Davejean,131.0,42.95,2.649994
Oise,60067,Béthisy-Saint-Martin,989.0,49.25,2.850006
Aude,11118,Dernacueillette,45.0,42.95,2.649994
Oise,60068,Béthisy-Saint-Pierre,3135.0,49.35,2.75
Aude,11178,Labastide-d'Anjou,1271.0,43.35,1.8500061
Oise,60069,Betz,1121.0,49.15,2.949997
Aude,11201,Leuc,837.0,43.15,2.350006
Aude,11232,Miraval-Cabardès,50.0,43.35,2.350006
Aude,11261,Moux,711.0,43.15,2.649994
Aude,11275,Payra-sur-l'Hers,207.0,43.25,1.8500061
Aude,11330,Rustiques,512.0,43.25,2.449997
Aude,11370,Salles-d'Aude,3250.0,43.25,3.149994
Aude,11380,Sonnac-sur-l'Hers,135.0,43.05,2.050003
Aude,11414,Villar-en-Val,24.0,43.05,2.449997
Aude,11431,Villeneuve-les-Corbières,252.0,42.95,2.75
Oise,60102,Brenouille,2065.0,49.35,2.550003
Oise,60136,Cempuis,490.0,49.65,1.949997
Oise,60154,Cinqueux,1617.0,49.35,2.550003
Oise,60164,Le Coudray-Saint-Germer,844.0,49.45,1.8500061
Oise,60169,Courcelles-lès-Gisors,810.0,49.25,1.75
Oise,60197,Dieudonné,945.0,49.25,2.25
Oise,60276,Godenvillers,204.0,49.55,2.550003
Oise,60289,Grez,266.0,49.65,1.949997
Oise,60294,Hainvillers,85.0,49.55,2.649994
Oise,60337,Lachelle,793.0,49.45,2.75
Oise,60341,Lagny-le-Sec,2055.0,49.05,2.75
Oise,60345,Lamécourt,190.0,49.45,2.449997
Oise,60426,Montreuil-sur-Thérain,248.0,49.35,2.149994
Oise,60430,Morienval,1076.0,49.35,2.949997
Oise,60471,Noyon,12987.0,49.55,3.050003
Oise,60476,Omécourt,202.0,49.65,1.8500061
Oise,60495,Plainval,412.0,49.55,2.449997
Oise,60519,Quesmy,173.0,49.65,3.050003
Oise,60561,Russy-Bémont,226.0,49.25,2.949997
Oise,60574,Saint-Félix,613.0,49.35,2.25
Oise,60586,Saint-Martin-le-Nœud,1053.0,49.45,2.050003
Aveyron,12009,Arnac-sur-Dourdou,41.0,43.75,2.949997
Aveyron,12012,Asprières,764.0,44.55,2.149994
Aveyron,12083,Cransac,1469.0,44.55,2.25
Aveyron,12092,Durenque,524.0,44.05,2.649994
Aveyron,12135,Lunac,437.0,44.25,2.149994
Aveyron,12170,Naussac,393.0,44.55,2.149994
Aveyron,12226,Saint-Hippolyte,423.0,44.75,2.550003
Aveyron,12238,Saint-Léons,425.0,44.25,2.949997
Aveyron,12239,Saint-Martin-de-Lenne,329.0,44.45,2.949997
Aveyron,12242,Saint-Rémy,305.0,44.45,2.050003
Bouches-du-Rhône,13008,Aurons,564.0,43.65,5.149994
Bouches-du-Rhône,13013,Belcodène,1948.0,43.45,5.550003
Bouches-du-Rhône,13033,Ensuès-la-Redonne,5768.0,43.35,5.25
Bouches-du-Rhône,13062,Mimet,4187.0,43.45,5.550003
Bouches-du-Rhône,13084,La Roque-d'Anthéron,5377.0,43.75,5.25
Bouches-du-Rhône,13090,Saint-Antonin-sur-Bayon,125.0,43.55,5.550003
Calvados,14032,Les Authieux-sur-Calonne,276.0,49.25,0.25
Oise,60609,Savignies,923.0,49.45,1.949997
Oise,60637,Thury-en-Valois,482.0,49.15,3.050003
Oise,60648,Troussencourt,319.0,49.55,2.25
Oise,60673,Viefvillers,221.0,49.65,2.149994
Oise,60694,Les Hauts-Talican,,49.35,2.050003
Orne,61020,Avoine,216.0,48.65,-0.049987793
Orne,61104,La Chaux,52.0,48.55,-0.25
Orne,61113,Comblot,64.0,48.45,0.55000305
Orne,61118,Corbon,114.0,48.45,0.6499939
Orne,61208,Irai,615.0,48.65,0.6499939
Orne,61241,La Madeleine-Bouvet,411.0,48.45,0.8500061
Orne,61242,Le Mage,216.0,48.55,0.8500061
Orne,61345,Rémalard en Perche,1896.0,48.45,0.75
Orne,61346,Le Renouard,203.0,48.95,0.1499939
Orne,61387,Saint-Fraimbault,540.0,48.55,-0.75
Orne,61438,Saint-Ouen-de-Sécherouvre,166.0,48.55,0.44999695
Orne,61491,Tourouvre au Perche,3023.0,48.55,0.6499939
Calvados,14132,Canchy,203.0,49.35,-0.9500122
Calvados,14160,Cintheaux,181.0,49.05,-0.25
Calvados,14225,Dives-sur-Mer,5174.0,49.25,-0.049987793
Calvados,14401,Manvieux,139.0,49.35,-0.6500244
Calvados,14402,Le Marais-la-Chapelle,100.0,48.85,-0.049987793
Calvados,14430,Meuvaines,137.0,49.35,-0.5499878
Calvados,14446,Montigny,95.0,49.05,-0.5499878
Calvados,14478,Orbec,1950.0,49.05,0.3500061
Calvados,14498,Pertheville-Ners,236.0,48.85,-0.15002441
Calvados,14506,Planquery,248.0,49.15,-0.8499756
Calvados,14588,Saint-Germain-Langot,348.0,48.95,-0.3499756
Calvados,14748,Vieux-Bourg,77.0,49.35,0.25
Calvados,14762,Vire Normandie,17135.0,48.85,-0.8499756
Pas-de-Calais,62064,Avesnes-lès-Bapaume,165.0,50.05,2.850006
Cantal,15036,Chalvignac,464.0,45.25,2.25
Pas-de-Calais,62073,Bailleul-Sir-Berthoult,1430.0,50.35,2.850006
Cantal,15073,Fridefont,95.0,44.95,3.149994
Pas-de-Calais,62124,Beutin,439.0,50.55,1.75
Pas-de-Calais,62152,Boisleux-Saint-Marc,252.0,50.25,2.75
Pas-de-Calais,62162,Bourecq,582.0,50.55,2.449997
Pas-de-Calais,62176,Bréxent-Énocq,639.0,50.55,1.75
Pas-de-Calais,62254,Coyecques,600.0,50.55,2.149994
Pas-de-Calais,62286,Ecquedecques,509.0,50.55,2.449997
Pas-de-Calais,62339,Fleury,109.0,50.45,2.25
Pas-de-Calais,62347,Fosseux,127.0,50.25,2.550003
Pas-de-Calais,62365,Galametz,203.0,50.35,2.149994
Pas-de-Calais,62381,Gouy-en-Ternois,131.0,50.35,2.449997
Pas-de-Calais,62496,Lefaux,224.0,50.55,1.6499939
Pas-de-Calais,62515,Ligny-Thilloy,521.0,50.05,2.850006
Pas-de-Calais,62520,Locon,2342.0,50.55,2.649994
Pas-de-Calais,62550,Marconnelle,1085.0,50.35,2.050003
Pas-de-Calais,62569,Merck-Saint-Liévin,674.0,50.65,2.149994
Pas-de-Calais,62579,Monchy-au-Bois,546.0,50.15,2.649994
Pas-de-Calais,62585,Montcavrel,390.0,50.55,1.8500061
Pas-de-Calais,62604,Neufchâtel-Hardelot,3870.0,50.65,1.6499939
Pas-de-Calais,62616,Nœux-lès-Auxi,183.0,50.25,2.149994
Pas-de-Calais,62636,Offrethun,271.0,50.75,1.75
Pas-de-Calais,62637,Oignies,10210.0,50.45,2.949997
Pas-de-Calais,62747,Saint-Floris,629.0,50.65,2.550003
Pas-de-Calais,62752,Saint-Josse,1080.0,50.45,1.6499939
Pas-de-Calais,62771,Sallaumines,9650.0,50.45,2.850006
Pas-de-Calais,62894,Wimille,3888.0,50.75,1.6499939
Pas-de-Calais,62895,Wingles,8742.0,50.55,2.850006
Cantal,15085,Labrousse,483.0,44.85,2.550003
Puy-de-Dôme,63008,Arconsat,580.0,45.95,3.75
Cantal,15091,Landeyrat,88.0,45.25,2.850006
Puy-de-Dôme,63011,Ars-les-Favets,220.0,46.25,2.75
Cantal,15100,Laveissenet,132.0,45.05,2.850006
Puy-de-Dôme,63026,Aydat,2524.0,45.65,2.949997
Cantal,15117,Marcolès,590.0,44.75,2.350006
Puy-de-Dôme,63063,Cébazat,8946.0,45.85,3.149994
Cantal,15174,Saint-Bonnet-de-Salers,262.0,45.15,2.449997
Puy-de-Dôme,63075,Chamalières,17454.0,45.75,3.050003
Cantal,15202,Saint-Martin-Valmeroux,710.0,45.15,2.449997
Puy-de-Dôme,63087,La Chapelle-Marcousse,67.0,45.45,3.050003
Cantal,15266,Yolet,580.0,44.95,2.550003
Charente,16041,Bessac,116.0,45.45,-0.049987793
Charente,16084,Charras,342.0,45.55,0.44999695
Charente,16087,Chassiecq,146.0,45.95,0.3500061
Charente,16088,Chassors,1086.0,45.75,-0.25
Charente,16134,Exideuil-sur-Vienne,1021.0,45.85,0.6499939
Charente,16199,Magnac-sur-Touvre,3248.0,45.65,0.25
Charente,16204,Bellevigne,1278.0,45.55,-0.15002441
Charente,16212,Massignac,378.0,45.75,0.6499939
Charente,16227,Montignac-le-Coq,137.0,45.35,0.25
Charente,16273,Raix,118.0,46.05,0.1499939
Charente,16292,Ruffec,3353.0,46.05,0.25
Charente,16298,Saint-Amant-de-Nouère,354.0,45.75,-0.049987793
Charente,16329,Saint-Laurent-de-Céris,745.0,45.95,0.55000305
Charente,16353,Saint-Sornin,817.0,45.65,0.44999695
Puy-de-Dôme,63143,Effiat,1130.0,46.05,3.25
Puy-de-Dôme,63190,Larodde,286.0,45.55,2.550003
Puy-de-Dôme,63194,Lempty,405.0,45.85,3.350006
Puy-de-Dôme,63303,Roche-Charles-la-Mayrand,42.0,45.45,3.050003
Puy-de-Dôme,63327,Saint-Bonnet-près-Riom,2072.0,45.95,3.149994
Puy-de-Dôme,63374,Saint-Martin-des-Olmes,304.0,45.55,3.75
Puy-de-Dôme,63414,Sauviat,575.0,45.75,3.550003
Puy-de-Dôme,63440,Valbeleix,138.0,45.45,3.050003
Puy-de-Dôme,63441,Valcivières,222.0,45.55,3.850006
Pyrénées-Atlantiques,64017,Alos-Sibas-Abense,320.0,43.15,-0.8499756
Pyrénées-Atlantiques,64093,Barcus,635.0,43.15,-0.75
Pyrénées-Atlantiques,64096,Barraute-Camu,183.0,43.35,-0.9500122
Pyrénées-Atlantiques,64127,Bielle,383.0,43.05,-0.4500122
Pyrénées-Atlantiques,64180,Castetpugon,210.0,43.55,-0.25
Pyrénées-Atlantiques,64187,Charritte-de-Bas,248.0,43.35,-0.9500122
Pyrénées-Atlantiques,64240,Gère-Bélesten,182.0,43.05,-0.4500122
Pyrénées-Atlantiques,64243,Géus-d'Arzacq,203.0,43.45,-0.5499878
Pyrénées-Atlantiques,64247,Gotein-Libarrenx,474.0,43.15,-0.8499756
Pyrénées-Atlantiques,64317,Larressore,2129.0,43.35,-1.4500122
Pyrénées-Atlantiques,64323,Lasserre,113.0,43.55,-0.049987793
Pyrénées-Atlantiques,64331,Lembeye,770.0,43.45,-0.049987793
Pyrénées-Atlantiques,64349,Loubieng,496.0,43.45,-0.75
Pyrénées-Atlantiques,64433,Osse-en-Aspe,332.0,43.05,-0.6500244
Pyrénées-Atlantiques,64451,Ponson-Debat-Pouts,98.0,43.35,-0.049987793
Pyrénées-Atlantiques,64454,Pontiacq-Viellepinte,181.0,43.35,-0.049987793
Pyrénées-Atlantiques,64511,Sauvagnon,3484.0,43.35,-0.3499756
Pyrénées-Atlantiques,64538,Uhart-Cize,801.0,43.15,-1.25
Hautes-Pyrénées,65003,Adervielle-Pouchergues,153.0,42.85,0.3500061
Hautes-Pyrénées,65028,Arné,190.0,43.15,0.44999695
Hautes-Pyrénées,65078,Beaudéan,401.0,42.95,0.1499939
Hautes-Pyrénées,65136,Caubous,31.0,43.25,0.44999695
Hautes-Pyrénées,65146,Chis,307.0,43.35,0.1499939
Hautes-Pyrénées,65154,Créchets,50.0,43.05,0.55000305
Hautes-Pyrénées,65155,Devèze,50.0,43.25,0.55000305
Hautes-Pyrénées,65174,Estirac,102.0,43.55,0.05000305
Hautes-Pyrénées,65230,Izaourt,256.0,43.05,0.6499939
Hautes-Pyrénées,65234,Jézeau,100.0,42.95,0.44999695
Hautes-Pyrénées,65266,Lassales,39.0,43.25,0.44999695
Hautes-Pyrénées,65273,Liac,198.0,43.45,0.1499939
Hautes-Pyrénées,65296,Madiran,426.0,43.55,-0.049987793
Hautes-Pyrénées,65395,Saint-Pé-de-Bigorre,1154.0,43.05,-0.15002441
Hautes-Pyrénées,65431,Sost,97.0,42.95,0.55000305
Hautes-Pyrénées,65440,Tarbes,43955.0,43.25,0.05000305
Hautes-Pyrénées,65471,Vignec,210.0,42.85,0.25
Pyrénées-Orientales,66046,Caudiès-de-Fenouillèdes,589.0,42.85,2.350006
Pyrénées-Orientales,66053,Collioure,2517.0,42.55,3.050003
Pyrénées-Orientales,66067,Err,699.0,42.45,2.050003
Pyrénées-Orientales,66162,Rigarda,703.0,42.65,2.550003
Pyrénées-Orientales,66168,Saint-André,3400.0,42.55,2.949997
Pyrénées-Orientales,66177,Saint-Jean-Lasseille,1570.0,42.55,2.850006
Bas-Rhin,67016,Avolsheim,774.0,48.55,7.449997
Bas-Rhin,67092,Dieffenbach-au-Val,641.0,48.35,7.350006
Bas-Rhin,67116,Ebersmunster,557.0,48.35,7.550003
Bas-Rhin,67152,Geispolsheim,7603.0,48.55,7.649994
Bas-Rhin,67161,Gottenhouse,373.0,48.75,7.350006
Bas-Rhin,67196,Hilsenheim,2626.0,48.35,7.550003
Bas-Rhin,67206,Hoffen,1142.0,48.95,7.949997
Bas-Rhin,67242,Kirrwiller,537.0,48.85,7.550003
Bas-Rhin,67249,Krautwiller,230.0,48.75,7.649994
Bas-Rhin,67351,Seebach,1646.0,48.95,7.949997
Bas-Rhin,67379,Preuschdorf,895.0,48.95,7.75
Bas-Rhin,67384,Ranrupt,303.0,48.35,7.25
Bas-Rhin,67406,Rohr,354.0,48.65,7.550003
Bas-Rhin,67436,Saulxures,497.0,48.35,7.149994
Bas-Rhin,67448,Schirmeck,2107.0,48.45,7.25
Bas-Rhin,67452,Schnersheim,1804.0,48.65,7.550003
Bas-Rhin,67454,Schœnbourg,379.0,48.85,7.25
Bas-Rhin,67462,Sélestat,19300.0,48.25,7.449997
Bas-Rhin,67501,Uttenheim,572.0,48.45,7.649994
Bas-Rhin,67514,Waldhambach,625.0,48.95,7.25
Bas-Rhin,67534,Wilwisheim,747.0,48.75,7.550003
Haut-Rhin,68026,Bennwihr,1354.0,48.15,7.350006
Haut-Rhin,68069,Dessenheim,1459.0,47.95,7.449997
Haut-Rhin,68092,Fislis,392.0,47.55,7.350006
Haut-Rhin,68190,Lucelle,32.0,47.45,7.25
Haut-Rhin,68234,Niederentzen,756.0,47.95,7.350006
Haut-Rhin,68257,Pfetterhouse,948.0,47.55,7.149994
Haut-Rhin,68263,Ranspach-le-Bas,626.0,47.55,7.449997
Rhône,69013,Arnas,4215.0,46.05,4.75
Rhône,69022,Bibost,542.0,45.85,4.550003
Rhône,69116,Limonest,3838.0,45.85,4.75
Rhône,69125,Marcilly-d'Azergues,942.0,45.85,4.75
Rhône,69179,Beauvallon,4135.0,45.55,4.75
Rhône,69203,Saint-Genis-l'Argentière,987.0,45.75,4.550003
Rhône,69214,Saint-Jean-la-Bussière,1187.0,46.05,4.350006
Rhône,69230,Sainte-Paule,322.0,45.95,4.550003
Rhône,69253,Tupin-et-Semons,647.0,45.45,4.75
Rhône,69258,Vauxrenard,317.0,46.25,4.649994
Rhône,69267,Villié-Morgon,2127.0,46.15,4.649994
Rhône,69271,Chassieu,11092.0,45.75,4.949997
Rhône,69290,Saint-Priest,48822.0,45.75,4.949997
Rhône,69297,Ternay,5503.0,45.65,4.850006
Haute-Saône,70047,Baignes,100.0,47.55,6.050003
Haute-Saône,70049,Barges,88.0,47.85,5.850006
Haute-Saône,70052,Bassigney,118.0,47.85,6.149994
Haute-Saône,70107,Bussières,438.0,47.35,5.949997
Haute-Saône,70129,La Chapelle-Saint-Quillain,151.0,47.45,5.850006
Haute-Saône,70157,Clairegoutte,349.0,47.65,6.649994
Haute-Saône,70162,Colombe-lès-Vesoul,477.0,47.65,6.25
Haute-Saône,70164,Colombotte,74.0,47.65,6.25
Haute-Saône,70171,Corbenay,1251.0,47.95,6.350006
Haute-Saône,70184,Couthenans,718.0,47.55,6.75
Haute-Saône,70198,Dampierre-sur-Salon,1242.0,47.55,5.649994
Haute-Saône,70200,Dampvalley-Saint-Pancras,43.0,47.95,6.25
Haute-Saône,70206,Échenans-sous-Mont-Vaudois,566.0,47.55,6.75
Haute-Saône,70227,Faucogney-et-la-Mer,456.0,47.85,6.550003
Haute-Saône,70250,Franchevelle,483.0,47.75,6.449997
Haute-Saône,70253,Frasne-le-Château,294.0,47.45,5.850006
Haute-Garonne,31183,Figarol,313.0,43.05,0.94999695
Haute-Garonne,31184,Flourens,2081.0,43.55,1.550003
Haute-Garonne,31209,Garac,160.0,43.65,1.050003
Haute-Garonne,31253,Labastidette,2943.0,43.45,1.25
Haute-Garonne,31254,Labège,4242.0,43.55,1.550003
Haute-Garonne,31276,Larroque,291.0,43.25,0.6499939
Haute-Garonne,31286,Lavelanet-de-Comminges,651.0,43.25,1.1499939
Haute-Garonne,31303,Longages,3280.0,43.35,1.25
Haute-Garonne,31323,Martres-de-Rivière,396.0,43.05,0.6499939
Haute-Garonne,31409,Péchabou,2399.0,43.55,1.550003
Haute-Garonne,31427,Pointis-Inard,927.0,43.05,0.75
Haute-Garonne,31520,Sajas,111.0,43.35,1.050003
Haute-Garonne,31563,Vacquiers,1387.0,43.75,1.449997
Haute-Garonne,31573,Verfeil,3797.0,43.65,1.6499939
Haute-Garonne,31584,Villemur-sur-Tarn,6170.0,43.85,1.449997
Gers,32046,Bernède,192.0,43.65,-0.25
Gers,32060,Boucagnères,210.0,43.55,0.6499939
Gers,32088,Castillon-Debats,328.0,43.75,0.25
Gers,32131,Flamarens,143.0,44.05,0.75
Gers,32158,L'Isle-Bouzon,245.0,43.95,0.75
Gers,32169,Labarthe,146.0,43.45,0.55000305
Gers,32201,Lasseube-Propre,337.0,43.55,0.55000305
Gers,32269,Monfort,509.0,43.75,0.8500061
Gers,32284,Montégut-Savès,67.0,43.45,0.94999695
Gers,32306,Pauilhac,606.0,43.85,0.6499939
Gers,32355,Sadeillan,84.0,43.45,0.3500061
Gers,32401,Saint-Ost,88.0,43.35,0.44999695
Gers,32407,Saint-Soulan,161.0,43.55,0.8500061
Gers,32409,Samaran,81.0,43.35,0.55000305
Gers,32461,Verlus,120.0,43.55,-0.15002441
Gironde,33022,Avensan,3076.0,45.05,-0.75
Gironde,33050,Bieujac,655.0,44.55,-0.15002441
Gironde,33125,Cissac-Médoc,2262.0,45.25,-0.8499756
Gironde,33130,Coimères,1073.0,44.55,-0.25
Gironde,33131,Coirac,215.0,44.65,-0.15002441
Gironde,33139,Coutures,95.0,44.65,0.05000305
Gironde,33173,Francs,182.0,44.95,-0.049987793
Gironde,33177,Gaillan-en-Médoc,2365.0,45.35,-0.9500122
Gironde,33254,Loupiac-de-la-Réole,542.0,44.55,-0.049987793
Gironde,33288,Monprimblanc,280.0,44.65,-0.25
Gironde,33300,Naujac-sur-Mer,1086.0,45.25,-1.0499878
Gironde,33327,Podensac,3285.0,44.65,-0.3499756
Gironde,33362,Sablons,1310.0,45.05,-0.15002441
Gironde,33382,Saint-Christoly-de-Blaye,1877.0,45.15,-0.4500122
Gironde,33525,Tauriac,1318.0,45.05,-0.5499878
Hérault,34022,Baillargues,7735.0,43.65,4.050003
Hérault,34068,Cazouls-d'Hérault,406.0,43.55,3.449997
Hérault,34070,Cébazan,634.0,43.45,2.949997
Hérault,34233,Roqueredonde,212.0,43.85,3.25
Hérault,34327,Vendargues,7044.0,43.65,3.949997
Ille-et-Vilaine,35010,Baguer-Pican,1771.0,48.55,-1.6500244
Ille-et-Vilaine,35012,Bain-de-Bretagne,7570.0,47.85,-1.6500244
Ille-et-Vilaine,35037,Bréal-sous-Montfort,6469.0,48.05,-1.8499756
Ille-et-Vilaine,35046,Les Brulais,536.0,47.85,-2.0499878
Ille-et-Vilaine,35088,Corps-Nuds,3543.0,47.95,-1.5499878
Ille-et-Vilaine,35094,Dingé,1676.0,48.35,-1.75
Ille-et-Vilaine,35163,Luitré-Dompierre,1818.0,48.25,-1.1500244
Ille-et-Vilaine,35169,Maxent,1465.0,47.95,-2.0499878
Ille-et-Vilaine,35179,Miniac-Morvan,4311.0,48.55,-1.9500122
Ille-et-Vilaine,35249,Sainte-Anne-sur-Vilaine,1037.0,47.75,-1.8499756
Ille-et-Vilaine,35258,Saint-Brieuc-des-Iffs,326.0,48.35,-1.8499756
Ille-et-Vilaine,35291,Saint-Marcan,434.0,48.55,-1.6500244
Ille-et-Vilaine,35314,Saint-Suliac,963.0,48.55,-1.9500122
Ille-et-Vilaine,35343,Tresbœuf,1236.0,47.85,-1.5499878
Haute-Saône,70290,Jasney,191.0,47.85,6.149994
Haute-Saône,70292,Jussey,1542.0,47.85,5.850006
Haute-Saône,70364,Montjustin-et-Velotte,120.0,47.65,6.350006
Haute-Saône,70392,Oigney,34.0,47.75,5.850006
Haute-Saône,70397,Ormenans,86.0,47.45,6.25
Haute-Saône,70460,Saint-Bresson,423.0,47.85,6.550003
Haute-Saône,70464,Saint-Germain,1364.0,47.75,6.550003
Haute-Saône,70472,Saint-Rémy-en-Comté,441.0,47.85,6.149994
Haute-Saône,70534,Vellefrie,123.0,47.75,6.25
Haute-Saône,70561,Villersexel,1419.0,47.55,6.449997
Haute-Saône,70580,Vy-le-Ferroux,154.0,47.55,5.949997
Saône-et-Loire,71121,La Chaux,322.0,46.85,5.25
Saône-et-Loire,71147,Cortevaix,251.0,46.55,4.649994
Saône-et-Loire,71156,Cruzille,262.0,46.55,4.75
Saône-et-Loire,71161,Curdin,330.0,46.55,4.050003
Saône-et-Loire,71252,Lalheue,356.0,46.65,4.75
Saône-et-Loire,71253,Lans,939.0,46.75,4.949997
Saône-et-Loire,71320,Mont-Saint-Vincent,313.0,46.65,4.449997
Saône-et-Loire,71342,Paray-le-Monial,9239.0,46.45,4.149994
Saône-et-Loire,71349,La Petite-Verrière,50.0,47.05,4.149994
Saône-et-Loire,71434,Saint-Julien-de-Jonzy,340.0,46.25,4.149994
Saône-et-Loire,71436,Saint-Laurent-d'Andenay,974.0,46.75,4.550003
Saône-et-Loire,71439,Saint-Léger-lès-Paray,760.0,46.45,4.149994
Saône-et-Loire,71445,Saint-Marcel,6199.0,46.75,4.850006
Saône-et-Loire,71448,Saint-Martin-Belle-Roche,1390.0,46.35,4.850006
Saône-et-Loire,71488,Saint-Vincent-des-Prés,100.0,46.45,4.550003
Saône-et-Loire,71496,Sampigny-lès-Maranges,137.0,46.95,4.649994
Saône-et-Loire,71506,Savigny-en-Revermont,1129.0,46.65,5.350006
Saône-et-Loire,71519,Serrigny-en-Bresse,186.0,46.85,5.149994
Saône-et-Loire,71537,Thil-sur-Arroux,136.0,46.85,4.050003
Saône-et-Loire,71539,Tintry,79.0,46.95,4.449997
Saône-et-Loire,71570,Verjux,506.0,46.85,4.949997
Saône-et-Loire,71580,Vincelles,439.0,46.65,5.25
Sarthe,72046,Le Breil-sur-Mérize,1560.0,48.05,0.55000305
Sarthe,72057,Champrond,68.0,48.05,0.75
Sarthe,72066,La Chapelle-Saint-Fray,421.0,48.15,0.05000305
Sarthe,72135,La Fontaine-Saint-Martin,600.0,47.75,0.05000305
Sarthe,72200,Moncé-en-Belin,3675.0,47.95,0.25
Sarthe,72229,Parennes,456.0,48.15,-0.15002441
Sarthe,72230,Parigné-le-Pôlin,1051.0,47.85,0.1499939
Sarthe,72295,Saint-Longis,507.0,48.35,0.3500061
Sarthe,72297,Saint-Marceau,538.0,48.15,0.1499939
Sarthe,72351,Tennie,1034.0,48.15,-0.049987793
Sarthe,72352,Terrehault,142.0,48.25,0.44999695
Sarthe,72368,Vancé,298.0,47.85,0.6499939
Savoie,73054,Bourg-Saint-Maurice,7187.0,45.65,6.75
Savoie,73079,Châteauneuf,942.0,45.55,6.149994
Savoie,73106,École,309.0,45.65,6.149994
Savoie,73131,Hautecour,299.0,45.55,6.550003
Savoie,73173,Montricher-Albanne,477.0,45.25,6.449997
Savoie,73262,Saint-Nicolas-la-Chapelle,481.0,45.85,6.449997
Savoie,73288,Sonnaz,2082.0,45.65,5.949997
Haute-Savoie,74002,Alby-sur-Chéran,2665.0,45.85,6.050003
Haute-Savoie,74049,Brizon,473.0,46.05,6.449997
Haute-Savoie,74051,Cercier,725.0,46.05,6.050003
Haute-Savoie,74054,Chainaz-les-Frasses,736.0,45.75,5.949997
Haute-Savoie,74069,Chênex,799.0,46.05,5.949997
Haute-Savoie,74081,Cluses,17164.0,46.05,6.550003
Haute-Savoie,74123,Faverges-Seythenex,7581.0,45.75,6.25
Haute-Savoie,74141,Hauteville-sur-Fier,1034.0,45.95,5.949997
Haute-Savoie,74160,Manigod,1003.0,45.85,6.350006
Haute-Savoie,74213,Poisy,8773.0,45.95,6.050003
Haute-Savoie,74216,Présilly,1063.0,46.05,6.050003
