Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude
Eure-et-Loir,28334,Saint-Denis-Lanneray,2129.0,48.05,1.25
Eure-et-Loir,28371,Saussay,1099.0,48.85,1.449997
Finistère,29011,Bohars,3615.0,48.45,-4.549988
Finistère,29020,Briec,5808.0,48.05,-4.049988
Finistère,29075,Guipavas,15460.0,48.45,-4.450012
Finistère,29079,Henvic,1210.0,48.65,-3.9500122
Finistère,29119,Lanrivoaré,1512.0,48.45,-4.6500244
Finistère,29140,Loperhet,3951.0,48.35,-4.3499756
Finistère,29150,Moëlan-sur-Mer,6756.0,47.85,-3.6500244
Finistère,29189,Plougastel-Daoulas,13445.0,48.35,-4.3499756
Finistère,29225,Pouldreuzic,2143.0,47.95,-4.3499756
Finistère,29251,Saint-Jean-du-Doigt,667.0,48.65,-3.75
Finistère,29268,Saint-Thonan,1929.0,48.45,-4.3499756
Corse-du-Sud,2A085,Cauro,1481.0,41.95,8.649994
Corse-du-Sud,2A158,Mela,31.0,41.95,8.649994
Haute-Corse,2B005,Alando,26.0,42.35,8.649994
Haute-Corse,2B013,Alzi,25.0,42.35,8.649994
Haute-Corse,2B067,Carpineto,36.0,42.35,8.649994
Haute-Corse,2B075,Casevecchie,72.0,42.15,8.649994
Haute-Corse,2B081,Castiglione,41.0,42.45,8.649994
Haute-Corse,2B083,Castirla,149.0,42.35,8.649994
Haute-Corse,2B106,Érone,12.0,42.35,8.649994
Haute-Corse,2B140,Lento,111.0,42.55,8.649994
Haute-Corse,2B150,Lumio,1214.0,42.55,8.649994
Haute-Corse,2B206,Penta-Acquatella,40.0,42.45,8.649994
Gard,30009,Alzon,173.0,43.95,3.449997
Gard,30028,Bagnols-sur-Cèze,18248.0,44.15,4.649994
Gard,30041,Blauzac,1228.0,43.95,4.350006
Gard,30048,Bouquet,190.0,44.15,4.25
Gard,30057,Cabrières,1746.0,43.95,4.449997
Gard,30131,Goudargues,1116.0,44.25,4.449997
Gard,30142,Laval-Pradel,1096.0,44.25,4.050003
Gard,30143,Laval-Saint-Roman,213.0,44.35,4.550003
Gard,30211,Redessan,4181.0,43.85,4.550003
Gard,30278,Saint-Laurent-des-Arbres,2981.0,44.05,4.649994
Gard,30282,Saint-Marcel-de-Careiret,875.0,44.15,4.449997
Gard,30310,Saumane,289.0,44.15,3.75
Gard,30318,Servas,207.0,44.15,4.149994
Haute-Garonne,31025,Aureville,995.0,43.45,1.449997
Haute-Garonne,31057,Belberaud,1535.0,43.55,1.550003
Haute-Garonne,31084,Boussens,1081.0,43.15,0.94999695
Haute-Garonne,31177,Eup,135.0,42.95,0.6499939
Haute-Garonne,31194,Francarville,180.0,43.55,1.75
Haute-Garonne,31212,Garidech,1909.0,43.75,1.550003
Haute-Garonne,31305,Loudet,197.0,43.15,0.55000305
Haute-Garonne,31322,Martisserre,66.0,43.35,0.8500061
Haute-Garonne,31326,Massabrac,109.0,43.25,1.3500061
Haute-Garonne,31331,Maureville,300.0,43.55,1.75
Haute-Garonne,31393,Mourvilles-Hautes,166.0,43.45,1.8500061
Haute-Garonne,31406,Palaminy,792.0,43.15,1.050003
Haute-Garonne,31517,Saint-Sulpice-sur-Lèze,2298.0,43.35,1.3500061
Haute-Garonne,31539,Sédeilhac,64.0,43.15,0.55000305
Haute-Garonne,31574,Vernet,3207.0,43.45,1.449997
Gers,32025,Ayzieu,159.0,43.85,-0.049987793
Gers,32095,Caussens,584.0,43.95,0.44999695
Gers,32102,Cézan,211.0,43.85,0.55000305
Gers,32127,Estang,666.0,43.85,-0.049987793
Gers,32256,Mirande,3454.0,43.55,0.44999695
Gers,32279,Montaut-les-Créneaux,711.0,43.75,0.6499939
Gers,32294,Mourède,72.0,43.85,0.25
Gers,32314,Peyrecave,72.0,44.05,0.8500061
Gers,32316,Peyrusse-Massas,110.0,43.75,0.55000305
Gers,32322,Pompiac,208.0,43.55,1.050003
Gers,32324,Ponsan-Soubiran,76.0,43.35,0.44999695
Gers,32364,Saint-Avit-Frandat,97.0,43.95,0.6499939
Gers,32395,Sainte-Mère,206.0,44.05,0.6499939
Gers,32410,Samatan,2429.0,43.45,0.94999695
Gers,32414,Sarragachies,224.0,43.65,-0.049987793
Gers,32418,Sauveterre,286.0,43.45,0.8500061
Gers,32445,Tieste-Uragnoux,152.0,43.55,0.05000305
Gironde,33007,Arbanats,1353.0,44.65,-0.4500122
Gironde,33034,Bayas,458.0,45.05,-0.25
Gironde,33075,Bruges,20215.0,44.85,-0.5499878
Gironde,33081,Cadillac-sur-Garonne,2785.0,44.65,-0.3499756
Gironde,33097,Carcans,2418.0,45.05,-1.0499878
Gironde,33101,Cartelègue,1261.0,45.15,-0.5499878
Gironde,33118,Cénac,2131.0,44.75,-0.4500122
Gironde,33181,Gardegan-et-Tourtirac,276.0,44.85,-0.049987793
Gironde,33199,Gujan-Mestras,22399.0,44.55,-1.0499878
Gironde,33258,Lugasson,317.0,44.75,-0.15002441
Gironde,33283,Mesterrieux,225.0,44.65,-0.049987793
Gironde,33328,Pomerol,598.0,44.95,-0.25
Gironde,33335,Le Pout,619.0,44.85,-0.3499756
Gironde,33387,Saint-Ciers-d'Abzac,1513.0,45.05,-0.25
Gironde,33414,Saint-Germain-de-la-Rivière,395.0,44.95,-0.3499756
Gironde,33480,Saint-Sulpice-de-Faleyrens,1319.0,44.85,-0.15002441
Gironde,33483,Saint-Sulpice-et-Cameyrac,4879.0,44.95,-0.3499756
Gironde,33503,Saumos,548.0,44.95,-1.0499878
Gironde,33548,Villegouge,1281.0,44.95,-0.3499756
Hérault,34001,Abeilhan,1818.0,43.45,3.25
Hérault,34008,Les Aires,608.0,43.55,3.050003
Hérault,34056,Castelnau-de-Guers,1215.0,43.45,3.449997
Hérault,34069,Cazouls-lès-Béziers,5146.0,43.45,3.149994
Hérault,34102,Fontanès,353.0,43.75,3.949997
Hérault,34185,Notre-Dame-de-Londres,522.0,43.85,3.75
Hérault,34195,Pégairolles-de-Buèges,56.0,43.85,3.550003
Hérault,34197,Péret,1100.0,43.55,3.350006
Hérault,34198,Pérols,9561.0,43.55,3.949997
Hérault,34219,Prémian,493.0,43.55,2.850006
Hérault,34237,Roujan,2260.0,43.55,3.350006
Hérault,34245,Saint-Chinian,1740.0,43.45,2.949997
Hérault,34257,Saint-Geniès-de-Varensal,216.0,43.65,3.050003
Hérault,34340,Villetelle,1628.0,43.75,4.149994
Ille-et-Vilaine,35049,Cancale,5435.0,48.65,-1.8499756
Ille-et-Vilaine,35080,Cintré,2533.0,48.15,-1.8499756
Ille-et-Vilaine,35084,Comblessac,683.0,47.85,-2.0499878
Ille-et-Vilaine,35091,Le Crouais,593.0,48.25,-2.1500244
Ille-et-Vilaine,35156,Longaulnay,604.0,48.35,-1.9500122
Ille-et-Vilaine,35201,Muel,889.0,48.15,-2.1500244
Ille-et-Vilaine,35242,Rimou,348.0,48.35,-1.5499878
Ille-et-Vilaine,35279,Saint-Guinoux,1225.0,48.55,-1.8499756
Ille-et-Vilaine,35292,Saint-Marc-le-Blanc,1588.0,48.35,-1.4500122
Ille-et-Vilaine,35318,Saint-Thual,977.0,48.35,-1.9500122
Ille-et-Vilaine,35339,Trans-la-Forêt,622.0,48.45,-1.5499878
Haute-Vienne,87121,Rancon,479.0,46.15,1.1499939
Vosges,88046,Beauménil,133.0,48.15,6.75
Vosges,88052,Belrupt,92.0,48.05,6.050003
Vosges,88080,Bult,304.0,48.35,6.649994
Vosges,88175,Fontenay,467.0,48.25,6.550003
Vosges,88221,Gruey-lès-Surance,217.0,48.05,6.149994
Vosges,88255,Jubainville,91.0,48.45,5.75
Vosges,88299,Ménil-en-Xaintois,161.0,48.35,5.949997
Vosges,88356,Les Poulières,294.0,48.25,6.75
Vosges,88381,Relanges,193.0,48.15,6.050003
Vosges,88388,Renauvoid,120.0,48.15,6.350006
Vosges,88399,Le Roulier,210.0,48.15,6.649994
Vosges,88475,Tollaincourt,118.0,48.05,5.75
Vosges,88485,La Vacheresse-et-la-Rouillie,123.0,48.15,5.75
Vosges,88491,Les Vallois,121.0,48.15,6.149994
Vosges,88530,Xertigny,2579.0,48.05,6.350006
Yonne,89006,Ancy-le-Libre,146.0,47.85,4.149994
Yonne,89011,Annéot,118.0,47.55,3.850006
Yonne,89088,Chassy,471.0,47.85,3.350006
Yonne,89113,Collemiers,666.0,48.15,3.25
Yonne,89116,Cornant,360.0,48.15,3.149994
Yonne,89150,Égleny,450.0,47.85,3.350006
Yonne,89247,Mélisey,227.0,47.95,4.050003
Yonne,89254,Mézilles,512.0,47.65,3.149994
Yonne,89273,Moutiers-en-Puisaye,271.0,47.65,3.149994
Yonne,89319,Quenne,485.0,47.75,3.649994
Yonne,89346,Saint-Georges-sur-Baulche,3201.0,47.85,3.550003
Yonne,89361,Saint-Maurice-Thizouaille,251.0,47.85,3.350006
Yonne,89373,Saligny,668.0,48.25,3.350006
Yonne,89384,Senan,681.0,47.95,3.350006
Yonne,89403,Stigny,86.0,47.75,4.25
Yonne,89427,Vallan,676.0,47.75,3.550003
Yonne,89433,Vault-de-Lugny,265.0,47.55,3.850006
Yonne,89456,Villemanoche,667.0,48.35,3.149994
Territoire de Belfort,90007,Banvillars,293.0,47.55,6.850006
Territoire de Belfort,90081,Réchésy,766.0,47.55,7.149994
Territoire de Belfort,90085,Riervescemont,90.0,47.75,6.850006
Essonne,91180,Courances,325.0,48.45,2.449997
Essonne,91374,Marolles-en-Beauce,238.0,48.35,2.25
Essonne,91468,Ormoy,2568.0,48.55,2.449997
Essonne,91634,Vaugrigneuse,1417.0,48.55,2.149994
Essonne,91654,Videlles,588.0,48.45,2.449997
Hauts-de-Seine,92004,Asnières-sur-Seine,89662.0,48.95,2.25
Hauts-de-Seine,92022,Chaville,19991.0,48.85,2.149994
Hauts-de-Seine,92044,Levallois-Perret,68009.0,48.95,2.25
Hauts-de-Seine,92063,Rueil-Malmaison,78186.0,48.85,2.149994
Seine-Saint-Denis,93014,Clichy-sous-Bois,29735.0,48.95,2.550003
Seine-Saint-Denis,93062,Le Raincy,14877.0,48.95,2.550003
Seine-Saint-Denis,93078,Villepinte,38725.0,48.95,2.550003
Val-de-Marne,94001,Ablon-sur-Seine,5946.0,48.75,2.449997
Val-de-Marne,94018,Charenton-le-Pont,29445.0,48.85,2.449997
Val-de-Marne,94042,Joinville-le-Pont,20413.0,48.85,2.449997
Val-de-Marne,94054,Orly,24482.0,48.75,2.350006
Val-de-Marne,94055,Ormesson-sur-Marne,10540.0,48.75,2.550003
Val-de-Marne,94074,Valenton,14482.0,48.75,2.449997
Val-d'Oise,95181,Courcelles-sur-Viosne,301.0,49.05,2.050003
Val-d'Oise,95316,Jagny-sous-Bois,272.0,49.05,2.449997
Val-d'Oise,95492,Le Plessis-Gassot,89.0,49.05,2.449997
Guadeloupe,97111,Deshaies,3922.0,41.95,-5.25
Guyane,97310,Roura,3409.0,41.95,-5.25
La Réunion,97424,Cilaos,5390.0,41.95,8.649994
Mayotte,97607,Dembeni,,41.95,8.649994
Mayotte,97615,Pamandzi,,41.95,8.649994
Tarn-et-Garonne,82024,Brassac,250.0,44.25,0.94999695
Tarn-et-Garonne,82075,Grisolles,4197.0,43.85,1.25
Tarn-et-Garonne,82132,Montricoux,1172.0,44.05,1.6499939
Tarn-et-Garonne,82163,Saint-Jean-du-Bouzet,52.0,43.95,0.8500061
Var,83031,Le Cannet-des-Maures,4592.0,43.35,6.350006
Var,83042,Cogolin,11762.0,43.25,6.550003
Var,83085,La Motte,2968.0,43.55,6.550003
Var,83120,Saint-Zacharie,5931.0,43.35,5.75
Var,83127,Signes,3059.0,43.25,5.850006
Var,83138,Tourrettes,2873.0,43.65,6.75
Vaucluse,84015,Beaumont-du-Ventoux,304.0,44.15,5.25
Vaucluse,84067,Loriol-du-Comtat,2471.0,44.05,5.050003
Vaucluse,84069,Malaucène,2756.0,44.15,5.149994
Vaucluse,84114,Saint-Pantaléon,191.0,43.85,5.25
Vaucluse,84125,Savoillan,66.0,44.15,5.350006
Vendée,85034,Bournezeau,3451.0,46.65,-1.1500244
Vendée,85093,Fougeré,1236.0,46.65,-1.25
Vendée,85100,Givrand,2227.0,46.65,-1.8499756
Vendée,85105,Le Gué-de-Velluire,524.0,46.35,-0.9500122
Vendée,85129,Les Lucs-sur-Boulogne,3642.0,46.85,-1.4500122
Vendée,85158,Mouzeuil-Saint-Martin,1188.0,46.45,-0.9500122
Vendée,85160,Nesmy,3012.0,46.55,-1.4500122
Vendée,85223,Sainte-Hermine,2951.0,46.55,-1.0499878
Vendée,85236,Saint-Julien-des-Landes,1952.0,46.65,-1.75
Vendée,85242,Saint-Mars-la-Réorthe,1023.0,46.85,-0.9500122
Vendée,85256,Saint-Michel-le-Cloucq,1273.0,46.45,-0.75
Vienne,86012,Asnois,143.0,46.05,0.44999695
Vienne,86040,La Bussière,304.0,46.65,0.8500061
Vienne,86062,Chasseneuil-du-Poitou,4767.0,46.65,0.3500061
Vienne,86066,Châtellerault,31284.0,46.85,0.55000305
Vienne,86091,Curzay-sur-Vonne,378.0,46.45,0.05000305
Vienne,86106,Glénouze,93.0,47.05,-0.049987793
Vienne,86172,Mouterre-sur-Blourde,164.0,46.25,0.75
Vienne,86173,Mouterre-Silly,640.0,46.95,0.05000305
Vienne,86200,Pressac,555.0,46.15,0.55000305
Vienne,86230,Saint-Léomer,171.0,46.45,1.050003
Vienne,86264,Sommières-du-Clain,742.0,46.25,0.3500061
Haute-Vienne,87016,Les Billanges,293.0,45.95,1.550003
Haute-Vienne,87022,Breuilaufa,116.0,46.05,1.1499939
Haute-Vienne,87027,Bussière-Galant,1267.0,45.65,1.050003
Haute-Vienne,87063,Eyjeaux,1319.0,45.75,1.3500061
Haute-Vienne,87092,Marval,488.0,45.65,0.75
Haute-Vienne,87145,Saint-Georges-les-Landes,233.0,46.35,1.3500061
Haute-Vienne,87156,Saint-Just-le-Martel,2701.0,45.85,1.3500061
Vosges,88091,Charmois-devant-Bruyères,380.0,48.15,6.550003
Vosges,88101,Cheniménil,1245.0,48.15,6.649994
Haute-Saône,70307,Longevelle,121.0,47.55,6.449997
Haute-Saône,70440,Recologne,35.0,47.55,5.75
Haute-Saône,70448,Roche-et-Raucourt,156.0,47.65,5.75
Haute-Saône,70516,Vallerois-le-Bois,237.0,47.55,6.25
Haute-Saône,70524,Vauchoux,117.0,47.65,6.050003
Haute-Saône,70548,Vernois-sur-Mance,135.0,47.85,5.75
Haute-Saône,70576,Vougécourt,159.0,47.95,5.949997
Saône-et-Loire,71073,Chagny,5454.0,46.95,4.75
Saône-et-Loire,71101,Charette-Varennes,443.0,46.95,5.25
Saône-et-Loire,71124,Chenôves,205.0,46.65,4.75
Saône-et-Loire,71168,Dampierre-en-Bresse,173.0,46.85,5.25
Saône-et-Loire,71207,Fretterans,286.0,46.95,5.25
Saône-et-Loire,71224,Grandvaux,86.0,46.55,4.25
Saône-et-Loire,71237,Igornay,523.0,47.05,4.350006
Saône-et-Loire,71246,Juif,246.0,46.65,5.149994
Saône-et-Loire,71366,Ratenelle,374.0,46.55,5.050003
Saône-et-Loire,71414,Saint-Forgeot,437.0,47.05,4.25
Saône-et-Loire,71454,Saint-Martin-du-Mont,177.0,46.65,5.25
Saône-et-Loire,71512,Sennecey-le-Grand,2922.0,46.65,4.850006
Saône-et-Loire,71514,Sens-sur-Seille,428.0,46.75,5.350006
Saône-et-Loire,71540,Torcy,2810.0,46.75,4.449997
Saône-et-Loire,71544,Toutenant,180.0,46.85,5.149994
Saône-et-Loire,71588,Vitry-en-Charollais,1084.0,46.45,4.050003
Sarthe,72036,Béthon,308.0,48.35,0.05000305
Sarthe,72089,Conlie,1835.0,48.15,-0.049987793
Sarthe,72121,Douillet,317.0,48.25,-0.049987793
Sarthe,72134,Flée,524.0,47.75,0.44999695
Sarthe,72139,Fyé,982.0,48.35,0.05000305
Sarthe,72199,Moitron-sur-Sarthe,274.0,48.25,0.05000305
Sarthe,72241,Montfort-le-Gesnois,2917.0,48.05,0.3500061
Sarthe,72261,Ruillé-en-Champagne,291.0,48.05,-0.15002441
Sarthe,72298,Saint-Mars-de-Locquenay,560.0,47.95,0.55000305
Sarthe,72354,Thoigné,164.0,48.25,0.25
Sarthe,72382,Volnay,964.0,47.95,0.44999695
Sarthe,72383,Vouvray-sur-Huisne,132.0,48.05,0.55000305
Savoie,73074,La Chapelle,329.0,45.45,6.25
Savoie,73188,Notre-Dame-des-Millières,1012.0,45.65,6.350006
Savoie,73204,Le Pont-de-Beauvoisin,2087.0,45.55,5.649994
Savoie,73237,Saint-Georges-d'Hurtières,389.0,45.55,6.25
Savoie,73258,Saint-Martin-de-la-Porte,684.0,45.25,6.449997
Haute-Savoie,74026,La Balme-de-Sillingy,5167.0,45.95,6.050003
Haute-Savoie,74048,Brenthonne,1109.0,46.25,6.350006
Haute-Savoie,74065,Chaumont,527.0,46.05,5.949997
Haute-Savoie,74075,Chilly,1577.0,45.95,5.949997
Haute-Savoie,74162,Marcellaz,1058.0,46.15,6.350006
Haute-Savoie,74179,Mésigny,802.0,45.95,6.050003
Haute-Savoie,74209,Peillonnex,1363.0,46.15,6.350006
Haute-Savoie,74276,Taninges,3465.0,46.15,6.649994
Seine-Maritime,76039,Les Authieux-sur-le-Port-Saint-Ouen,1230.0,49.35,1.1499939
Seine-Maritime,76041,Les Hauts-de-Caux,1344.0,49.65,0.75
Seine-Maritime,76107,Bois-Guilbert,293.0,49.55,1.449997
Seine-Maritime,76109,Bois-Héroult,170.0,49.55,1.449997
Seine-Maritime,76119,Bosc-Bérenger,203.0,49.65,1.25
Seine-Maritime,76153,Calleville-les-Deux-Églises,327.0,49.75,1.050003
Seine-Maritime,76166,Le Caule-Sainte-Beuve,482.0,49.75,1.550003
Seine-Maritime,76195,Criquetot-le-Mauconduit,189.0,49.75,0.55000305
Seine-Maritime,76216,Déville-lès-Rouen,10745.0,49.45,1.050003
Seine-Maritime,76218,Doudeauville,107.0,49.55,1.75
Seine-Maritime,76288,Freulleville,370.0,49.85,1.25
Seine-Maritime,76365,Houdetot,187.0,49.85,0.8500061
Seine-Maritime,76396,Longuerue,341.0,49.55,1.25
Seine-Maritime,76428,Le Mesnil-Durdent,16.0,49.85,0.75
Seine-Maritime,76432,Mesnil-Mauger,245.0,49.65,1.550003
Seine-Maritime,76481,Octeville-sur-Mer,6122.0,49.55,0.1499939
Seine-Maritime,76533,Rogerville,1706.0,49.45,0.25
Seine-Maritime,76575,Saint-Étienne-du-Rouvray,28508.0,49.35,1.050003
Seine-Maritime,76589,Saint-Honoré,197.0,49.75,1.1499939
Seine-Maritime,76646,Saint-Riquier-ès-Plains,620.0,49.85,0.6499939
Seine-Maritime,76705,Tourville-la-Rivière,2568.0,49.35,1.050003
Seine-Maritime,76708,Toussaint,697.0,49.75,0.44999695
Seine-Maritime,76715,Trouville,626.0,49.55,0.6499939
Seine-Maritime,76732,Butot-Vénesville,239.0,49.85,0.55000305
Seine-Maritime,76759,Yville-sur-Seine,431.0,49.45,0.8500061
Seine-et-Marne,77070,Chailly-en-Brie,1539.0,48.75,3.149994
Seine-et-Marne,77097,Chartronges,300.0,48.75,3.25
Seine-et-Marne,77111,Chessy,6875.0,48.85,2.75
Seine-et-Marne,77165,Les Écrennes,610.0,48.55,2.850006
Seine-et-Marne,77197,Frétoy,172.0,48.75,3.25
Seine-et-Marne,77199,Fublaines,1391.0,48.95,2.949997
Seine-et-Marne,77212,Gravon,161.0,48.35,3.149994
Seine-et-Marne,77249,Lésigny,7102.0,48.75,2.649994
Seine-et-Marne,77257,Lizy-sur-Ourcq,3519.0,49.05,3.050003
Seine-et-Marne,77267,La Madeleine-sur-Loing,350.0,48.25,2.75
Seine-et-Marne,77296,Moissy-Cramayel,18248.0,48.65,2.649994
Seine-et-Marne,77302,Montcourt-Fromonville,1925.0,48.35,2.75
Seine-et-Marne,77335,Chauconin-Neufmontiers,3655.0,48.95,2.850006
Seine-et-Marne,77395,Rumont,122.0,48.25,2.550003
Seine-et-Marne,77397,Saâcy-sur-Marne,1864.0,48.95,3.25
Seine-et-Marne,77431,Saint-Pierre-lès-Nemours,5416.0,48.25,2.649994
Seine-et-Marne,77432,Saint-Rémy-de-la-Vanne,981.0,48.85,3.25
Seine-et-Marne,77448,Sept-Sorts,572.0,48.95,3.149994
Seine-et-Marne,77465,Thoury-Férottes,643.0,48.35,2.949997
Seine-et-Marne,77478,Ussy-sur-Marne,1074.0,48.95,3.050003
Seine-et-Marne,77482,Varennes-sur-Seine,3688.0,48.35,2.949997
Seine-et-Marne,77512,Villeneuve-sur-Bellot,1136.0,48.85,3.350006
Seine-et-Marne,77522,Villiers-sur-Seine,291.0,48.45,3.350006
Seine-et-Marne,77534,Yèbles,958.0,48.65,2.75
Yvelines,78020,Arnouville-lès-Mantes,940.0,48.95,1.75
Yvelines,78104,Breuil-Bois-Robert,763.0,48.95,1.75
Yvelines,78227,Évecquemont,771.0,49.05,1.949997
Yvelines,78300,Hargeville,434.0,48.95,1.75
Deux-Sèvres,79092,Clavé,357.0,46.55,-0.15002441
Deux-Sèvres,79115,Exoudun,549.0,46.35,-0.049987793
Deux-Sèvres,79165,Maisontiers,133.0,46.75,-0.25
Deux-Sèvres,79180,Montalembert,304.0,46.05,0.1499939
Deux-Sèvres,79223,Puihardy,63.0,46.55,-0.5499878
Deux-Sèvres,79254,Saint-Georges-de-Rex,439.0,46.25,-0.6500244
Somme,80045,Authuille,160.0,50.05,2.649994
Somme,80071,Beauval,1984.0,50.15,2.350006
Somme,80073,Bécordel-Bécourt,153.0,50.05,2.649994
Somme,80098,Bettembos,102.0,49.85,1.8500061
Somme,80130,Bovelles,420.0,49.85,2.149994
Somme,80155,Bussus-Bussuel,302.0,50.15,2.050003
Somme,80193,Chirmont,149.0,49.75,2.350006
Somme,80196,Citerne,246.0,49.95,1.8500061
Somme,80221,Cramont,304.0,50.15,2.050003
Somme,80352,Frémontiers,161.0,49.75,2.050003
Somme,80369,Frohen-sur-Authie,240.0,50.25,2.25
Somme,80393,Gruny,307.0,49.75,2.850006
Somme,80429,Hénencourt,194.0,50.05,2.550003
Somme,80432,Herleville,193.0,49.85,2.75
Somme,80476,Liercourt,345.0,50.05,1.8500061
Somme,80484,Liomer,386.0,49.85,1.8500061
Somme,80497,Machy,118.0,50.25,1.75
Somme,80600,Noyelles-sur-Mer,649.0,50.15,1.75
Somme,80604,Offignies,85.0,49.75,1.8500061
Somme,80665,Regnière-Écluse,120.0,50.25,1.75
Somme,80713,Saint-Quentin-en-Tourmont,288.0,50.25,1.550003
Somme,80776,Varennes,220.0,50.05,2.550003
Somme,80779,Vauchelles-les-Quesnoy,822.0,50.05,1.8500061
Somme,80786,Velennes,144.0,49.75,2.149994
Tarn,81018,Arthès,2523.0,43.95,2.25
Tarn,81035,Bournazel,231.0,44.05,1.949997
Tarn,81071,Courris,79.0,43.95,2.350006
Tarn,81095,Frausseilles,84.0,44.05,1.949997
Tarn,81098,Fréjeville,731.0,43.65,2.149994
Tarn,81101,Le Garric,1282.0,44.05,2.149994
Tarn,81117,Labessière-Candeil,742.0,43.85,2.050003
Tarn,81119,Laboutarie,494.0,43.75,2.149994
Tarn,81131,Lagrave,2244.0,43.85,1.949997
Tarn,81175,Montdurausse,410.0,43.95,1.550003
Tarn,81180,Montirat,260.0,44.15,2.050003
Tarn,81227,Roquecourbe,2183.0,43.65,2.25
Tarn,81232,Rouffiac,625.0,43.85,2.050003
Tarn,81252,Saint-Germier,157.0,43.65,2.25
Corrèze,19230,Saint-Pardoux-Corbier,389.0,45.45,1.449997
Côte-d'Or,21017,Arcenant,503.0,47.15,4.850006
Côte-d'Or,21066,Bessey-la-Cour,50.0,47.05,4.649994
Côte-d'Or,21068,Beurey-Bauguay,111.0,47.25,4.449997
Côte-d'Or,21087,Bligny-sur-Ouche,812.0,47.15,4.649994
Côte-d'Or,21091,Bouhey,49.0,47.25,4.649994
Côte-d'Or,21097,Boussey,36.0,47.35,4.550003
Côte-d'Or,21103,Brazey-en-Plaine,2402.0,47.15,5.25
Côte-d'Or,21115,Buncey,361.0,47.85,4.550003
Côte-d'Or,21135,Champagne-sur-Vingeanne,312.0,47.45,5.449997
Côte-d'Or,21178,Valforêt,312.0,47.25,4.850006
Côte-d'Or,21189,Corberon,435.0,47.05,5.050003
Côte-d'Or,21195,Cormot-Vauchignon,213.0,46.95,4.649994
Côte-d'Or,21199,Corsaint,141.0,47.55,4.25
Côte-d'Or,21207,Courlon,74.0,47.65,5.050003
Côte-d'Or,21210,Créancey,524.0,47.25,4.550003
Côte-d'Or,21251,Essey,303.0,47.25,4.550003
Côte-d'Or,21273,Fleurey-sur-Ouche,1466.0,47.35,4.850006
Côte-d'Or,21313,Gurgy-le-Château,46.0,47.85,4.949997
Côte-d'Or,21319,Izeure,907.0,47.15,5.149994
Côte-d'Or,21327,Val-Mont,248.0,47.05,4.649994
Côte-d'Or,21355,Longvic,8676.0,47.25,5.050003
Côte-d'Or,21375,Manlay,196.0,47.15,4.350006
Côte-d'Or,21380,Marcigny-sous-Thil,54.0,47.35,4.350006
Côte-d'Or,21382,Marcilly-Ogny,187.0,47.25,4.350006
Côte-d'Or,21406,Mesmont,253.0,47.35,4.75
Côte-d'Or,21411,Meursanges,576.0,46.95,4.949997
Côte-d'Or,21483,Pichanges,300.0,47.45,5.149994
Côte-d'Or,21548,Saint-Germain-de-Modéon,177.0,47.35,4.149994
Côte-d'Or,21558,Sainte-Marie-la-Blanche,907.0,46.95,4.850006
Côte-d'Or,21564,Saint-Nicolas-lès-Cîteaux,393.0,47.15,5.050003
Côte-d'Or,21586,Saulon-la-Rue,713.0,47.25,5.050003
Côte-d'Or,21632,Thorey-en-Plaine,1092.0,47.25,5.149994
Côte-d'Or,21640,Torcy-et-Pouligny,212.0,47.55,4.25
Côte-d'Or,21644,Trochères,168.0,47.35,5.350006
Côte-d'Or,21660,Veilly,54.0,47.15,4.649994
Côtes-d'Armor,22012,La Bouillie,865.0,48.55,-2.4500122
Côtes-d'Armor,22037,La Chapelle-Neuve,394.0,48.45,-3.4500122
Côtes-d'Armor,22081,Hillion,4274.0,48.55,-2.6500244
Côtes-d'Armor,22094,Lancieux,1584.0,48.55,-2.1500244
Côtes-d'Armor,22113,Lannion,20344.0,48.75,-3.4500122
Côtes-d'Armor,22181,Plélauff,657.0,48.25,-3.1500244
Côtes-d'Armor,22238,Plufur,533.0,48.65,-3.5499878
Côtes-d'Armor,22265,Rospez,1787.0,48.75,-3.3499756
Côtes-d'Armor,22272,Saint-Agathon,2236.0,48.55,-3.0499878
Côtes-d'Armor,22338,Squiffiec,756.0,48.65,-3.1500244
Côtes-d'Armor,22363,Trélévern,1241.0,48.85,-3.3499756
Côtes-d'Armor,22381,Trézény,354.0,48.75,-3.3499756
Creuse,23008,Aubusson,3108.0,45.95,2.149994
Creuse,23029,Le Bourg-d'Hem,226.0,46.35,1.8500061
Creuse,23066,Le Compas,193.0,46.05,2.449997
Creuse,23099,Janaillat,318.0,46.05,1.75
Creuse,23100,Jarnages,456.0,46.15,2.050003
Creuse,23129,La Mazière-aux-Bons-Hommes,60.0,45.85,2.449997
Creuse,23146,Nouzerines,236.0,46.35,2.149994
Creuse,23148,Nouziers,248.0,46.45,1.949997
Creuse,23166,Sagnat,193.0,46.35,1.6499939
Creuse,23170,Savennes,210.0,46.15,1.8500061
Creuse,23263,Villard,380.0,46.35,1.75
Dordogne,24008,Angoisse,591.0,45.45,1.1499939
Dordogne,24073,Calès,376.0,44.85,0.8500061
Dordogne,24137,Coulaures,731.0,45.35,0.94999695
Dordogne,24189,Fougueyrolles,448.0,44.85,0.1499939
Dordogne,24255,Marquay,586.0,44.95,1.1499939
