CODGEO;REG;DEP;LIBGEO;PMUN2021
14506;28;14;Planquery;248
14509;28;14;Plumetot;207
14510;28;14;La Pommeraye;62
14511;28;14;Pont-Bellanger;67
14512;28;14;Pontécoulant;70
14514;28;14;Pont-l'Évêque;4 953
14515;28;14;Port-en-Bessin-Huppain;1 907
14516;28;14;Potigny;2 077
14519;28;14;Préaux-Bocage;119
14520;28;14;Le Pré-d'Auge;850
14522;28;14;Prêtreville;389
14524;28;14;Putot-en-Auge;307
14527;28;14;Belle Vie en Auge;543
14528;28;14;Quetteville;399
14529;28;14;Ranchy;277
14530;28;14;Ranville;1 982
14531;28;14;Rapilly;47
14533;28;14;Repentigny;101
14534;28;14;Reux;397
14535;28;14;Reviers;576
14536;28;14;La Rivière-Saint-Sauveur;2 535
14538;28;14;Castine-en-Plaine;1 707
14540;28;14;Rocques;286
14541;28;14;La Roque-Baignard;110
14542;28;14;Rosel;590
14543;28;14;Rots;2 508
14546;28;14;Rouvres;223
14547;28;14;Rubercy;153
14550;28;14;Rumesnil;89
14552;28;14;Ryes;494
14554;28;14;Le Castelet;1 772
14555;28;14;Saint-André-d'Hébertot;451
14556;28;14;Saint-André-sur-Orne;1 790
14557;28;14;Saint-Arnoult;1 105
14558;28;14;Saint-Aubin-d'Arquenay;1 121
14559;28;14;Saint-Aubin-des-Bois;223
14562;28;14;Saint-Aubin-sur-Mer;2 139
14563;28;14;Saint-Benoît-d'Hébertot;449
14565;28;14;Saint-Côme-de-Fresné;257
14566;28;14;Saint-Contest;2 487
14569;28;14;Sainte-Croix-sur-Mer;241
14570;28;14;Valorbiquet;2 491
14571;28;14;Saint-Denis-de-Mailloc;306
14572;28;14;Saint-Denis-de-Méré;765
14574;28;14;Saint-Désir;1 744
14575;28;14;Saint-Étienne-la-Thillaye;375
14576;28;14;Val-de-Vie;512
14578;28;14;Saint-Gatien-des-Bois;1 332
14579;28;14;Seulline;1 304
14582;28;14;Saint-Germain-de-Livet;708
14586;28;14;Saint-Germain-du-Pert;154
14587;28;14;Saint-Germain-la-Blanche-Herbe;2 403
14588;28;14;Saint-Germain-Langot;348
14589;28;14;Saint-Germain-le-Vasson;958
14590;28;14;Sainte-Honorine-de-Ducy;136
14591;28;14;Aure sur Mer;709
14592;28;14;Sainte-Honorine-du-Fay;1 332
14593;28;14;Saint-Hymer;680
14595;28;14;Saint-Jean-de-Livet;246
14598;28;14;Saint-Jouin;260
14601;28;14;Saint-Julien-sur-Calonne;169
14602;28;14;Saint-Lambert;268
14603;28;14;Saint-Laurent-de-Condel;509
14605;28;14;Saint-Laurent-sur-Mer;256
14606;28;14;Saint-Léger-Dubosq;231
14607;28;14;Saint-Louet-sur-Seulles;137
14609;28;14;Saint-Loup-Hors;538
14610;28;14;Saint-Manvieu-Norrey;2 078
14613;28;14;Saint-Marcouf;88
14614;28;14;Sainte-Marguerite-d'Elle;763
14619;28;14;Sainte-Marie-Outre-l'Eau;127
14620;28;14;Saint-Martin-aux-Chartrains;426
14621;28;14;Saint-Martin-de-Bienfaite-la-Cressonnière;499
14622;28;14;Saint-Martin-de-Blagny;122
14623;28;14;Saint-Martin-de-Fontenay;2 515
14625;28;14;Saint-Martin-de-la-Lieue;772
14626;28;14;Saint-Martin-de-Mailloc;958
14627;28;14;Saint-Martin-de-Mieux;385
14630;28;14;Saint-Martin-des-Entrées;717
14635;28;14;Saint-Omer;189
14637;28;14;Saint-Ouen-du-Mesnil-Oger;207
14639;28;14;Saint-Ouen-le-Pin;256
14640;28;14;Saint-Pair;244
14643;28;14;Saint-Paul-du-Vernay;830
14644;28;14;Saint-Philbert-des-Champs;660
14645;28;14;Saint-Pierre-Azif;162
14646;28;14;Saint-Pierre-Canivet;460
14648;28;14;Saint-Pierre-des-Ifs;451
14649;28;14;Saint-Pierre-du-Bû;453
14650;28;14;Saint-Pierre-du-Fresne;185
14651;28;14;Saint-Pierre-du-Jonquet;278
14652;28;14;Saint-Pierre-du-Mont;75
14654;28;14;Saint-Pierre-en-Auge;7 288
14656;28;14;Saint-Rémy;982
14657;28;14;Saint-Samson;311
14658;28;14;Noues de Sienne;4 285
14659;28;14;Saint-Sylvain;1 438
14660;28;14;Saint-Vaast-en-Auge;103
14661;28;14;Saint-Vaast-sur-Seulles;158
14663;28;14;Saint-Vigor-le-Grand;2 529
14664;28;14;Sallen;318
14665;28;14;Sallenelles;293
14666;28;14;Sannerville;1 888
14667;28;14;Saon;220
14668;28;14;Saonnet;331
14669;28;14;Sassy;207
14672;28;14;Val de Drôme;888
14674;28;14;Soignolles;120
14675;28;14;Soliers;2 135
14676;28;14;Sommervieu;987
14677;28;14;Soulangy;251
14678;28;14;Soumont-Saint-Quentin;611
14679;28;14;Subles;669
14680;28;14;Sully;164
14681;28;14;Surrain;145
14682;28;14;Surville;471
14684;28;14;Tessel;251
14685;28;14;Thaon;1 808
14687;28;14;Le Theil-en-Auge;196
14689;28;14;Thury-Harcourt-le-Hom;3 593
14692;28;14;Tilly-sur-Seulles;1 786
14694;28;14;Le Torquesne;534
14698;28;14;Touffréville;391
14699;28;14;Touques;3 802
14700;28;14;Tour-en-Bessin;684
14701;28;14;Tourgéville;825
14705;28;14;Tournières;145
14706;28;14;Tourville-en-Auge;252
14707;28;14;Tourville-sur-Odon;1 127
14708;28;14;Tracy-Bocage;297
14709;28;14;Tracy-sur-Mer;344
14710;28;14;Tréprel;106
14711;28;14;Trévières;920
14712;28;14;Troarn;3 446
14713;28;14;Montillières-sur-Orne;566
14714;28;14;Le Tronquay;779
14715;28;14;Trouville-sur-Mer;4 622
14716;28;14;Trungy;211
14719;28;14;Urville;743
14720;28;14;Ussy;846
14721;28;14;Vacognes-Neuilly;669
14723;28;14;Valsemé;265
14724;28;14;Varaville;1 013
14726;28;14;Valdallière;5 699
14728;28;14;Vaucelles;589
14731;28;14;Vauville;198
14732;28;14;Vaux-sur-Aure;291
14733;28;14;Vaux-sur-Seulles;320
14734;28;14;Vendes;338
14735;28;14;Vendeuvre;805
14737;28;14;Versainville;496
14738;28;14;Verson;3 794
14739;28;14;Ver-sur-Mer;1 662
14740;28;14;La Vespière-Friardel;1 181
14741;28;14;Le Vey;121
14742;28;14;Vicques;71
14743;28;14;Victot-Pontfol;82
14744;28;14;Vienne-en-Bessin;277
14745;28;14;Vierville-sur-Mer;231
14747;28;14;Vieux;692
14748;28;14;Vieux-Bourg;77
14751;28;14;Vignats;288
14752;28;14;Villers-Bocage;3 130
14753;28;14;Villers-Canivet;731
14754;28;14;Villers-sur-Mer;2 469
14755;28;14;Villerville;591
14756;28;14;La Villette;228
14758;28;14;Villons-les-Buissons;815
14759;28;14;Villy-lez-Falaise;263
14760;28;14;Villy-Bocage;720
14761;28;14;Vimont;840
14762;28;14;Vire Normandie;17 135
14764;28;14;Pont-d'Ouilly;980
15001;84;15;Allanche;794
15002;84;15;Alleuze;226
15003;84;15;Ally;598
15004;84;15;Andelat;473
15005;84;15;Anglards-de-Saint-Flour;386
15006;84;15;Anglards-de-Salers;714
15007;84;15;Anterrieux;122
15008;84;15;Antignac;283
15009;84;15;Apchon;183
15010;84;15;Arches;198
15011;84;15;Arnac;183
15012;84;15;Arpajon-sur-Cère;6 315
15013;84;15;Auriac-l'Église;144
15014;84;15;Aurillac;25 815
15015;84;15;Auzers;163
15016;84;15;Ayrens;620
15017;84;15;Badailhac;135
15018;84;15;Barriac-les-Bosquets;136
15019;84;15;Bassignac;221
15020;84;15;Beaulieu;88
15021;84;15;Boisset;655
15022;84;15;Bonnac;161
15024;84;15;Brageac;76
15025;84;15;Albepierre-Bredons;237
15026;84;15;Brezons;181
15027;84;15;Puycapel;732
15028;84;15;Carlat;379
15029;84;15;Cassaniouze;502
15030;84;15;Cayrols;296
15032;84;15;Celoux;57
15033;84;15;Cézens;215
15034;84;15;Chaliers;140
15036;84;15;Chalvignac;464
15037;84;15;Champagnac;1 026
15038;84;15;Champs-sur-Tarentaine-Marchal;1 022
15040;84;15;Chanterelle;99
15041;84;15;La Chapelle-d'Alagnon;259
15042;84;15;La Chapelle-Laurent;244
15043;84;15;Charmensac;77
15045;84;15;Chaudes-Aigues;815
15046;84;15;Chaussenac;221
15048;84;15;Chazelles;31
15049;84;15;Cheylade;223
15050;84;15;Le Claux;163
15051;84;15;Clavières;201
15052;84;15;Collandres;159
15053;84;15;Coltines;431
15054;84;15;Condat;968
15055;84;15;Coren;444
15056;84;15;Crandelles;861
15057;84;15;Cros-de-Montvert;186
15058;84;15;Cros-de-Ronesque;146
15059;84;15;Cussac;121
15060;84;15;Deux-Verges;52
15061;84;15;Dienne;249
15063;84;15;Drugeac;321
15064;84;15;Escorailles;83
15065;84;15;Espinasse;78
15066;84;15;Le Falgoux;118
15067;84;15;Le Fau;29
15069;84;15;Ferrières-Saint-Mary;241
15070;84;15;Fontanges;203
15072;84;15;Freix-Anglards;218
15073;84;15;Fridefont;95
15074;84;15;Giou-de-Mamou;744
15075;84;15;Girgols;73
15076;84;15;Glénat;171
15077;84;15;Gourdièges;65
15078;84;15;Jabrun;161
15079;84;15;Jaleyrac;364
15080;84;15;Joursac;149
15081;84;15;Jou-sous-Monjou;101
15082;84;15;Junhac;291
15083;84;15;Jussac;2 026
15084;84;15;Labesserette;292
15085;84;15;Labrousse;483
15086;84;15;Lacapelle-Barrès;58
15087;84;15;Lacapelle-del-Fraisse;377
15088;84;15;Lacapelle-Viescamp;513
15089;84;15;Ladinhac;440
15090;84;15;Lafeuillade-en-Vézie;590
15091;84;15;Landeyrat;88
15092;84;15;Lanobre;1 368
15093;84;15;Lapeyrugue;99
15094;84;15;Laroquebrou;798
15095;84;15;Laroquevieille;349
15096;84;15;Lascelle;272
15097;84;15;Lastic;109
15098;84;15;Laurie;87
15100;84;15;Laveissenet;132
15101;84;15;Laveissière;516
15102;84;15;Lavigerie;111
15103;84;15;Leucamp;242
15104;84;15;Leynhac;333
15105;84;15;Leyvaux;35
15106;84;15;Lieutadès;166
15107;84;15;Lorcières;168
15108;84;15;Val d'Arcomie;970
15110;84;15;Lugarde;121
15111;84;15;Madic;206
15112;84;15;Malbo;88
15113;84;15;Mandailles-Saint-Julien;177
15114;84;15;Marcenat;511
15116;84;15;Marchastel;139
15117;84;15;Marcolès;590
15118;84;15;Marmanhac;705
15119;84;15;Massiac;1 804
15120;84;15;Mauriac;3 519
15121;84;15;Maurines;108
15122;84;15;Maurs;2 110
15123;84;15;Méallet;157
15124;84;15;Menet;529
15125;84;15;Mentières;127
15126;84;15;Molèdes;79
15127;84;15;Molompize;275
15128;84;15;La Monselie;127
15129;84;15;Montboudif;165
15130;84;15;Montchamp;146
15131;84;15;Le Monteil;276
15132;84;15;Montgreleix;36
15133;84;15;Montmurat;134
15134;84;15;Montsalvy;822
15135;84;15;Montvert;112
15137;84;15;Moussages;256
15138;84;15;Murat;1 792
15139;84;15;Narnhac;68
15140;84;15;Naucelles;2 137
15141;84;15;Neussargues en Pinatelle;1 653
15142;84;15;Neuvéglise-sur-Truyère;1 704
15143;84;15;Nieudan;102
15144;84;15;Omps;323
15146;84;15;Pailherols;131
15147;84;15;Parlan;463
15148;84;15;Paulhac;433
15149;84;15;Paulhenc;259
15151;84;15;Peyrusse;144
15152;84;15;Pierrefort;913
15153;84;15;Pleaux;1 459
15154;84;15;Polminhac;1 213
15155;84;15;Pradiers;83
15156;84;15;Prunet;686
15157;84;15;Quézac;350
15158;84;15;Rageade;102
15159;84;15;Raulhac;269
15160;84;15;Reilhac;1 089
15161;84;15;Rézentières;106
15162;84;15;Riom-ès-Montagnes;2 428
15163;84;15;Roannes-Saint-Mary;1 106
15164;84;15;Roffiac;583
15165;84;15;Rouffiac;195
15166;84;15;Roumégoux;322
15167;84;15;Rouziers;113
15168;84;15;Ruynes-en-Margeride;714
15169;84;15;Saignes;823
15170;84;15;Saint-Amandin;230
15172;84;15;Saint-Antoine;89
15173;84;15;Saint-Bonnet-de-Condat;114
15174;84;15;Saint-Bonnet-de-Salers;262
15175;84;15;Saint-Cernin;1 055
15176;84;15;Saint-Chamant;238
15178;84;15;Saint-Cirgues-de-Jordanne;145
15179;84;15;Saint-Cirgues-de-Malbert;250
15180;84;15;Saint-Clément;77
15181;84;15;Saint-Constant-Fournoulès;568
15182;84;15;Saint-Étienne-Cantalès;127
15183;84;15;Saint-Étienne-de-Carlat;130
15184;84;15;Saint-Étienne-de-Maurs;780
15185;84;15;Saint-Étienne-de-Chomeil;249
15186;84;15;Sainte-Eulalie;232
15187;84;15;Saint-Flour;6 423
15188;84;15;Saint-Georges;1 183
15189;84;15;Saint-Gérons;225
15190;84;15;Saint-Hippolyte;98
15191;84;15;Saint-Illide;642
15192;84;15;Saint-Jacques-des-Blats;292
15194;84;15;Saint-Julien-de-Toursac;102
15196;84;15;Saint-Mamet-la-Salvetat;1 543
15198;84;15;Sainte-Marie;109
15199;84;15;Saint-Martial;72
15200;84;15;Saint-Martin-Cantalès;150
15201;84;15;Saint-Martin-sous-Vigouroux;221
15202;84;15;Saint-Martin-Valmeroux;710
15203;84;15;Saint-Mary-le-Plain;183
15204;84;15;Saint-Paul-des-Landes;1 533
15205;84;15;Saint-Paul-de-Salers;105
15206;84;15;Saint-Pierre;144
15207;84;15;Saint-Poncy;345
15208;84;15;Saint-Projet-de-Salers;133
15209;84;15;Saint-Rémy-de-Chaudes-Aigues;123
15211;84;15;Saint-Santin-Cantalès;288
15212;84;15;Saint-Santin-de-Maurs;363
15213;84;15;Saint-Saturnin;197
15214;84;15;Saint-Saury;172
15215;84;15;Saint-Simon;1 126
15216;84;15;Saint-Urcize;424
15217;84;15;Saint-Victor;101
15218;84;15;Saint-Vincent-de-Salers;70
15219;84;15;Salers;316
15220;84;15;Salins;144
15221;84;15;Sansac-de-Marmiesse;1 370
15222;84;15;Sansac-Veinazès;206
15223;84;15;Sauvat;216
15224;84;15;La Ségalassière;126
15225;84;15;Ségur-les-Villas;216
15226;84;15;Sénezergues;209
15228;84;15;Siran;456
15229;84;15;Soulages;83
15230;84;15;Sourniac;196
15231;84;15;Talizat;601
15232;84;15;Tanavelle;222
15233;84;15;Teissières-de-Cornet;313
15234;84;15;Teissières-lès-Bouliès;336
15235;84;15;Les Ternes;570
15236;84;15;Thiézac;600
15237;84;15;Tiviers;167
15238;84;15;Tournemire;127
15240;84;15;Trémouille;170
15241;84;15;La Trinitat;49
15242;84;15;Le Trioulou;100
15243;84;15;Trizac;466
15244;84;15;Ussel;463
15245;84;15;Vabres;251
15246;84;15;Valette;238
15247;84;15;Valjouze;22
15248;84;15;Valuéjols;570
15249;84;15;Le Vaulmier;60
15250;84;15;Vebret;513
15251;84;15;Védrines-Saint-Loup;127
15252;84;15;Velzic;403
15253;84;15;Vernols;62
15254;84;15;Veyrières;119
15255;84;15;Vézac;1 297
15256;84;15;Vèze;60
15257;84;15;Vezels-Roussy;129
15258;84;15;Vic-sur-Cère;1 885
15259;84;15;Vieillespesse;251
15260;84;15;Vieillevie;105
15261;84;15;Le Vigean;814
15262;84;15;Villedieu;553
15263;84;15;Virargues;118
15264;84;15;Vitrac;270
15265;84;15;Ydes;1 624
15266;84;15;Yolet;580
15267;84;15;Ytrac;4 322
15268;84;15;Le Rouget-Pers;1 278
15269;84;15;Besse;131
16001;75;16;Abzac;510
16002;75;16;Les Adjots;529
16003;75;16;Agris;860
16005;75;16;Aigre;1 597
16007;75;16;Alloue;470
16008;75;16;Ambérac;309
16009;75;16;Ambernac;379
16011;75;16;Anais;560
16012;75;16;Angeac-Champagne;498
16013;75;16;Angeac-Charente;305
16014;75;16;Angeduc;138
16015;75;16;Angoulême;41 086
16016;75;16;Ansac-sur-Vienne;820
16018;75;16;Ars;699
16019;75;16;Asnières-sur-Nouère;1 283
16020;75;16;Aubeterre-sur-Dronne;322
16023;75;16;Aunac-sur-Charente;565
16024;75;16;Aussac-Vadalle;534
16025;75;16;Baignes-Sainte-Radegonde;1 229
16026;75;16;Balzac;1 378
16027;75;16;Barbezières;131
16028;75;16;Barbezieux-Saint-Hilaire;4 732
16029;75;16;Bardenac;221
16030;75;16;Barret;1 076
16031;75;16;Barro;411
16032;75;16;Bassac;515
16034;75;16;Bazac;146
16035;75;16;Beaulieu-sur-Sonnette;209
16036;75;16;Bécheresse;292
16037;75;16;Bellon;137
16038;75;16;Benest;306
16039;75;16;Bernac;466
16040;75;16;Berneuil;316
16041;75;16;Bessac;116
16042;75;16;Bessé;105
16044;75;16;Bioussac;207
16045;75;16;Birac;369
16046;75;16;Coteaux-du-Blanzacais;985
16047;75;16;Blanzaguet-Saint-Cybard;280
16048;75;16;Boisbreteau;127
16049;75;16;Bonnes;362
16050;75;16;Bonneuil;245
16052;75;16;Bors (Canton de Tude-et-Lavalette);231
16053;75;16;Bors (Canton de Charente-Sud);120
16054;75;16;Le Bouchage;178
16055;75;16;Bouëx;865
16056;75;16;Bourg-Charente;884
16057;75;16;Bouteville;325
16058;75;16;Boutiers-Saint-Trojan;1 399
16059;75;16;Brettes;165
16060;75;16;Bréville;444
16061;75;16;Brie;4 188
16062;75;16;Brie-sous-Barbezieux;120
16063;75;16;Brie-sous-Chalais;160
16064;75;16;Brigueuil;1 106
16065;75;16;Brillac;628
16066;75;16;Brossac;457
16067;75;16;Bunzac;458
16068;75;16;Cellefrouin;573
16069;75;16;Cellettes;382
16070;75;16;Chabanais;1 557
16071;75;16;Chabrac;601
16072;75;16;Chadurie;512
16073;75;16;Chalais;1 791
16074;75;16;Challignac;339
16075;75;16;Champagne-Vigny;238
16076;75;16;Champagne-Mouton;878
16077;75;16;Champmillon;516
16078;75;16;Champniers;5 193
16079;75;16;Chantillac;364
16081;75;16;La Chapelle;206
16082;75;16;Boisné-La Tude;661
16083;75;16;Charmé;336
16084;75;16;Charras;342
16085;75;16;Chasseneuil-sur-Bonnieure;3 101
16086;75;16;Chassenon;849
16087;75;16;Chassiecq;146
16088;75;16;Chassors;1 086
16089;75;16;Châteaubernard;3 763
16090;75;16;Châteauneuf-sur-Charente;3 554
16091;75;16;Châtignac;169
16093;75;16;Chazelles;1 563
16095;75;16;Chenon;127
16096;75;16;Cherves-Châtelars;418
16097;75;16;Cherves-Richemont;2 285
16098;75;16;La Chèvrerie;138
16099;75;16;Chillac;224
16100;75;16;Chirac;775
16101;75;16;Claix;1 062
16102;75;16;Cognac;18 448
16103;75;16;Combiers;124
16104;75;16;Condac;464
16105;75;16;Condéon;613
16106;75;16;Confolens;2 722
16107;75;16;Coulgens;546
16108;75;16;Coulonges;125
16109;75;16;Courbillac;740
16110;75;16;Courcôme;789
16111;75;16;Courgeac;172
16112;75;16;Courlac;58
16113;75;16;La Couronne;7 753
16114;75;16;Couture;168
16116;75;16;Criteuil-la-Magdeleine;400
16117;75;16;Curac;118
16118;75;16;Deviat;133
16119;75;16;Dignac;1 363
16120;75;16;Dirac;1 519
16121;75;16;Douzat;428
16122;75;16;Ébréon;138
16123;75;16;Échallat;477
16124;75;16;Écuras;550
16125;75;16;Édon;268
16127;75;16;Empuré;93
16128;75;16;Épenède;176
16130;75;16;Les Essards;181
16131;75;16;Esse;503
16132;75;16;Étagnac;991
16133;75;16;Étriac;198
16134;75;16;Exideuil-sur-Vienne;1 021
16135;75;16;Eymouthiers;317
16136;75;16;La Faye;572
16137;75;16;Feuillade;293
16138;75;16;Fléac;3 842
16139;75;16;Fleurac;240
16141;75;16;Fontenille;332
16142;75;16;La Forêt-de-Tessé;208
16143;75;16;Fouquebrune;719
16144;75;16;Fouqueure;434
16145;75;16;Foussignac;651
16146;75;16;Garat;2 118
16147;75;16;Gardes-le-Pontaroux;256
16148;75;16;Genac-Bignac;986
16150;75;16;Gensac-la-Pallue;1 601
16151;75;16;Genté;895
16152;75;16;Gimeux;711
16153;75;16;Mainxe-Gondeville;1 174
16154;75;16;Gond-Pontouvre;5 950
16155;75;16;Les Gours;99
16157;75;16;Le Grand-Madieu;156
16158;75;16;Grassac;303
16160;75;16;Guimps;491
16161;75;16;Guizengeard;163
16162;75;16;Gurat;183
16163;75;16;Hiersac;1 160
16164;75;16;Hiesse;238
16165;75;16;Houlette;386
16166;75;16;L'Isle-d'Espagnac;5 662
16167;75;16;Jarnac;4 470
16168;75;16;Jauldes;817
16169;75;16;Javrezac;575
16170;75;16;Juignac;391
16171;75;16;Juillac-le-Coq;651
16173;75;16;Juillé;178
16174;75;16;Julienne;520
16175;75;16;Val des Vignes;1 365
16176;75;16;Lachaise;295
16177;75;16;Ladiville;124
16178;75;16;Lagarde-sur-le-Né;185
16180;75;16;Laprade;250
16181;75;16;Lessac;519
16182;75;16;Lesterps;441
16183;75;16;Lésignac-Durand;171
16184;75;16;Lichères;91
16185;75;16;Ligné;152
16186;75;16;Lignières-Ambleville;705
16187;75;16;Linars;2 096
16188;75;16;Le Lindois;339
16189;75;16;Londigny;254
16190;75;16;Longré;188
16191;75;16;Lonnes;186
16192;75;16;Terres-de-Haute-Charente;3 829
16193;75;16;Louzac-Saint-André;982
16194;75;16;Lupsault;113
16195;75;16;Lussac;293
16196;75;16;Luxé;717
16197;75;16;La Magdeleine;115
16198;75;16;Magnac-Lavalette-Villars;473
16199;75;16;Magnac-sur-Touvre;3 248
16200;75;16;Maine-de-Boixe;479
16203;75;16;Mainzac;121
16204;75;16;Bellevigne;1 278
16205;75;16;Manot;541
16206;75;16;Mansle-les-Fontaines;2 105
16207;75;16;Marcillac-Lanville;496
16208;75;16;Mareuil;387
16209;75;16;Marillac-le-Franc;823
16210;75;16;Marsac;790
16211;75;16;Marthon;551
16212;75;16;Massignac;378
16213;75;16;Mazerolles;296
16215;75;16;Médillac;153
16216;75;16;Mérignac;822
16217;75;16;Merpins;1 086
16218;75;16;Mesnac;409
16220;75;16;Les Métairies;719
16221;75;16;Mons;230
16222;75;16;Montboyer;318
16223;75;16;Montbron;1 997
16224;75;16;Montmérac;719
16225;75;16;Montembœuf;656
16226;75;16;Montignac-Charente;704
16227;75;16;Montignac-le-Coq;137
16229;75;16;Montjean;246
16230;75;16;Montmoreau;2 468
16231;75;16;Montrollet;328
16232;75;16;Mornac;2 123
16233;75;16;Mosnac-Saint-Simeux;985
16234;75;16;Moulidars;686
16236;75;16;Mouthiers-sur-Boëme;2 359
16237;75;16;Mouton;221
16238;75;16;Moutonneau;111
16239;75;16;Mouzon;138
16240;75;16;Nabinaud;99
16241;75;16;Nanclars;210
16242;75;16;Nanteuil-en-Vallée;1 371
16243;75;16;Nercillac;1 038
16244;75;16;Nersac;2 289
16245;75;16;Nieuil;903
16246;75;16;Nonac;251
16248;75;16;Oradour;147
16249;75;16;Oradour-Fanais;363
16250;75;16;Orgedeuil;211
16251;75;16;Oriolles;247
16252;75;16;Orival;151
16253;75;16;Paizay-Naudouin-Embourie;361
16254;75;16;Palluaud;216
16255;75;16;Parzac;139
16256;75;16;Passirac;247
16258;75;16;Pérignac;495
16260;75;16;Pillac;263
16261;75;16;Les Pins;490
16263;75;16;Plassac-Rouffiac;387
16264;75;16;Pleuville;318
16267;75;16;Poullignac;100
16268;75;16;Poursac;204
16269;75;16;Pranzac;900
16270;75;16;Pressignac;360
16271;75;16;Puymoyen;2 388
16272;75;16;Puyréaux;556
16273;75;16;Raix;118
16275;75;16;Ranville-Breuillaud;170
16276;75;16;Reignac;728
16277;75;16;Réparsac;603
16279;75;16;Rioux-Martin;224
16280;75;16;Rivières;2 012
16281;75;16;La Rochefoucauld-en-Angoumois;4 002
16282;75;16;La Rochette;530
16283;75;16;Ronsenac;571
16284;75;16;Rouffiac;122
16285;75;16;Rougnac;402
16286;75;16;Rouillac;2 925
16287;75;16;Roullet-Saint-Estèphe;4 312
16289;75;16;Roussines;299
16290;75;16;Rouzède;235
16291;75;16;Ruelle-sur-Touvre;7 356
16292;75;16;Ruffec;3 353
16293;75;16;Saint-Adjutory;493
16295;75;16;Saint-Amant-de-Boixe;1 314
16297;75;16;Graves-Saint-Amant;325
16298;75;16;Saint-Amant-de-Nouère;354
16300;75;16;Val-de-Bonnieure;1 329
16301;75;16;Saint-Aulais-la-Chapelle;226
16302;75;16;Saint-Avit;218
16303;75;16;Saint-Bonnet;410
16304;75;16;Saint-Brice;967
16306;75;16;Saint-Christophe;312
16307;75;16;Saint-Ciers-sur-Bonnieure;320
16308;75;16;Saint-Claud;1 040
16310;75;16;Saint-Coutant;219
16312;75;16;Saint-Cybardeaux;822
16315;75;16;Saint-Félix;104
16316;75;16;Saint-Fort-sur-le-Né;384
16317;75;16;Saint-Fraigne;432
16318;75;16;Saint-Front;361
16320;75;16;Saint-Genis-d'Hiersac;906
16321;75;16;Saint-Georges;45
16323;75;16;Saint-Germain-de-Montbron;476
16325;75;16;Saint-Gourson;128
16326;75;16;Saint-Groux;132
16329;75;16;Saint-Laurent-de-Céris;745
16330;75;16;Saint-Laurent-de-Cognac;824
16331;75;16;Saint-Laurent-des-Combes;91
16334;75;16;Saint-Martial;122
16335;75;16;Saint-Martin-du-Clocher;123
16336;75;16;Saint-Mary;347
16337;75;16;Saint-Maurice-des-Lions;895
16338;75;16;Saint-Médard;310
16339;75;16;Val-d'Auge;796
16340;75;16;Saint-Même-les-Carrières;1 024
16341;75;16;Saint-Michel;3 224
16342;75;16;Saint-Palais-du-Né;306
16343;75;16;Saint-Preuil;299
16345;75;16;Saint-Quentin-sur-Charente;207
16346;75;16;Saint-Quentin-de-Chalais;245
16347;75;16;Saint-Romain;511
16348;75;16;Saint-Saturnin;1 281
16349;75;16;Sainte-Sévère;500
16350;75;16;Saint-Séverin;803
16352;75;16;Saint-Simon;226
16353;75;16;Saint-Sornin;817
16354;75;16;Sainte-Souline;121
16355;75;16;Saint-Sulpice-de-Cognac;1 183
16356;75;16;Saint-Sulpice-de-Ruffec;36
16357;75;16;Saint-Vallier;138
16358;75;16;Saint-Yrieix-sur-Charente;7 525
16359;75;16;Salles-d'Angles;1 011
16360;75;16;Salles-de-Barbezieux;403
16361;75;16;Salles-de-Villefagnan;313
16362;75;16;Salles-Lavalette;318
16363;75;16;Saulgond;533
16364;75;16;Sauvagnac;66
16365;75;16;Sauvignac;101
16366;75;16;Segonzac;2 077
16368;75;16;Sers;900
16369;75;16;Sigogne;971
16370;75;16;Sireuil;1 167
16372;75;16;Souffrignac;142
16373;75;16;Souvigné;186
16374;75;16;Soyaux;9 995
16375;75;16;Suaux;382
16377;75;16;La Tâche;109
16378;75;16;Taizé-Aizie;576
16379;75;16;Taponnat-Fleurignac;1 464
16380;75;16;Le Tâtre;423
16381;75;16;Theil-Rabier;164
16382;75;16;Torsac;708
16383;75;16;Tourriers;772
16384;75;16;Touvérac;560
16385;75;16;Touvre;1 141
16387;75;16;Triac-Lautrait;463
16388;75;16;Trois-Palis;935
16389;75;16;Turgon;83
16390;75;16;Tusson;234
16392;75;16;Valence;187
16393;75;16;Vars;2 165
16394;75;16;Vaux-Lavalette;80
16395;75;16;Vaux-Rouillac;295
16396;75;16;Ventouse;120
16397;75;16;Verdille;389
16398;75;16;Verneuil;97
16399;75;16;Verrières;333
16400;75;16;Verteuil-sur-Charente;594
16401;75;16;Vervant;147
16402;75;16;Vibrac;282
16403;75;16;Le Vieux-Cérier;130
16404;75;16;Vieux-Ruffec;109
16405;75;16;Vignolles;161
16406;75;16;Moulins-sur-Tardoire;793
16408;75;16;Villebois-Lavalette;713
16409;75;16;Villefagnan;993
16412;75;16;Villejoubert;352
16413;75;16;Villiers-le-Roux;147
16414;75;16;Villognon;325
16415;75;16;Vindelle;1 062
16416;75;16;Vitrac-Saint-Vincent;494
16418;75;16;Vœuil-et-Giget;1 567
16419;75;16;Vouharte;323
16420;75;16;Voulgézac;240
16421;75;16;Vouthon;410
16422;75;16;Vouzan;825
16423;75;16;Xambes;242
16424;75;16;Yviers;535
16425;75;16;Yvrac-et-Malleyrand;564
