CODGEO;REG;DEP;LIBGEO;PMUN2021
01001;84;01;L'Abergement-Clémenciat;832
01002;84;01;L'Abergement-de-Varey;267
01004;84;01;Ambérieu-en-Bugey;14 854
01005;84;01;Ambérieux-en-Dombes;1 897
01006;84;01;Ambléon;113
01007;84;01;Ambronay;2 833
01008;84;01;Ambutrix;768
01009;84;01;Andert-et-Condon;322
01010;84;01;Anglefort;1 125
01011;84;01;Apremont;383
01012;84;01;Aranc;327
01013;84;01;Arandas;141
01014;84;01;Arbent;3 409
01015;84;01;Arboys en Bugey;667
01016;84;01;Arbigny;459
01017;84;01;Argis;432
01019;84;01;Armix;26
01021;84;01;Ars-sur-Formans;1 498
01022;84;01;Artemare;1 177
01023;84;01;Asnières-sur-Saône;77
01024;84;01;Attignat;3 336
01025;84;01;Bâgé-Dommartin;4 065
01026;84;01;Bâgé-le-Châtel;979
01027;84;01;Balan;2 692
01028;84;01;Baneins;621
01029;84;01;Beaupont;700
01030;84;01;Beauregard;830
01031;84;01;Bellignat;3 636
01032;84;01;Béligneux;3 434
01033;84;01;Valserhône;16 295
01034;84;01;Belley;9 239
01035;84;01;Belleydoux;306
01036;84;01;Valromey-sur-Séran;1 342
01037;84;01;Bénonces;310
01038;84;01;Bény;764
01040;84;01;Béréziat;480
01041;84;01;Bettant;749
01042;84;01;Bey;290
01043;84;01;Beynost;4 877
01044;84;01;Billiat;626
01045;84;01;Birieux;284
01046;84;01;Biziat;904
01047;84;01;Blyes;1 292
01049;84;01;La Boisse;3 361
01050;84;01;Boissey;386
01051;84;01;Bolozon;95
01052;84;01;Bouligneux;327
01053;84;01;Bourg-en-Bresse;41 525
01054;84;01;Bourg-Saint-Christophe;1 517
01056;84;01;Boyeux-Saint-Jérôme;356
01057;84;01;Boz;510
01058;84;01;Brégnier-Cordon;818
01060;84;01;Brénod;518
01061;84;01;Brens;1 129
01062;84;01;Bressolles;978
01063;84;01;Brion;576
01064;84;01;Briord;1 099
01065;84;01;Buellas;1 851
01066;84;01;La Burbanche;95
01067;84;01;Ceignes;261
01068;84;01;Cerdon;761
01069;84;01;Certines;1 505
01071;84;01;Cessy;5 307
01072;84;01;Ceyzériat;3 285
01073;84;01;Ceyzérieu;992
01074;84;01;Chalamont;2 559
01075;84;01;Chaleins;1 430
01076;84;01;Chaley;124
01077;84;01;Challes-la-Montagne;189
01078;84;01;Challex;1 619
01079;84;01;Champagne-en-Valromey;826
01080;84;01;Champdor-Corcelles;645
01081;84;01;Champfromier;718
01082;84;01;Chanay;616
01083;84;01;Chaneins;1 003
01084;84;01;Chanoz-Châtenay;931
01085;84;01;La Chapelle-du-Châtelard;394
01087;84;01;Charix;279
01088;84;01;Charnoz-sur-Ain;898
01089;84;01;Château-Gaillard;2 287
01090;84;01;Châtenay;360
01092;84;01;Châtillon-la-Palud;1 649
01093;84;01;Châtillon-sur-Chalaronne;5 059
01094;84;01;Chavannes-sur-Reyssouze;767
01095;84;01;Nivigne et Suran;832
01096;84;01;Chaveyriat;1 036
01098;84;01;Chazey-Bons;1 188
01099;84;01;Chazey-sur-Ain;1 600
01100;84;01;Cheignieu-la-Balme;131
01101;84;01;Chevillard;150
01102;84;01;Chevroux;973
01103;84;01;Chevry;2 261
01104;84;01;Chézery-Forens;445
01105;84;01;Civrieux;1 916
01106;84;01;Cize;176
01107;84;01;Cleyzieu;140
01108;84;01;Coligny;1 227
01109;84;01;Collonges;2 249
01110;84;01;Colomieu;163
01111;84;01;Conand;135
01112;84;01;Condamine;473
01113;84;01;Condeissiat;815
01114;84;01;Confort;685
01115;84;01;Confrançon;1 348
01116;84;01;Contrevoz;493
01117;84;01;Conzieu;149
01118;84;01;Corbonod;1 296
01121;84;01;Corlier;117
01123;84;01;Cormoranche-sur-Saône;1 162
01124;84;01;Cormoz;703
01125;84;01;Corveissiat;596
01127;84;01;Courmangoux;504
01128;84;01;Courtes;297
01129;84;01;Crans;306
01130;84;01;Bresse Vallons;2 380
01133;84;01;Cressin-Rochefort;389
01134;84;01;Crottet;1 818
01135;84;01;Crozet;2 288
01136;84;01;Cruzilles-lès-Mépillat;943
01138;84;01;Culoz-Béon;3 426
01139;84;01;Curciat-Dongalon;451
01140;84;01;Curtafond;784
01141;84;01;Cuzieu;433
01142;84;01;Dagneux;4 753
01143;84;01;Divonne-les-Bains;10 137
01145;84;01;Dompierre-sur-Veyle;1 207
01146;84;01;Dompierre-sur-Chalaronne;437
01147;84;01;Domsure;526
01148;84;01;Dortan;1 953
01149;84;01;Douvres;1 094
01150;84;01;Drom;215
01151;84;01;Druillat;1 139
01152;84;01;Échallon;765
01153;84;01;Échenevex;2 127
01155;84;01;Évosges;142
01156;84;01;Faramans;877
01157;84;01;Fareins;2 431
01158;84;01;Farges;1 058
01159;84;01;Feillens;3 381
01160;84;01;Ferney-Voltaire;10 920
01162;84;01;Flaxieu;64
01163;84;01;Foissiat;2 014
01165;84;01;Francheleins;1 585
01166;84;01;Frans;2 482
01167;84;01;Garnerans;658
01169;84;01;Genouilleux;650
01170;84;01;Béard-Géovreissiat;1 048
01171;84;01;Géovreisset;835
01173;84;01;Gex;13 078
01174;84;01;Giron;176
01175;84;01;Gorrevod;786
01177;84;01;Grand-Corent;184
01179;84;01;Grièges;1 901
01180;84;01;Grilly;864
01181;84;01;Groissiat;1 230
01183;84;01;Guéreins;1 495
01184;84;01;Hautecourt-Romanèche;758
01185;84;01;Plateau d'Hauteville;4 807
01187;84;01;Haut Valromey;609
01188;84;01;Illiat;689
01189;84;01;Injoux-Génissiat;1 123
01190;84;01;Innimond;89
01191;84;01;Izenave;155
01192;84;01;Izernore;2 267
01193;84;01;Izieu;222
01194;84;01;Jassans-Riottier;6 355
01195;84;01;Jasseron;1 861
01196;84;01;Jayat;1 259
01197;84;01;Journans;380
01198;84;01;Joyeux;262
01199;84;01;Jujurieux;2 124
01200;84;01;Labalme;210
01202;84;01;Lagnieu;7 268
01203;84;01;Laiz;1 299
01204;84;01;Le Poizat-Lalleyriat;746
01206;84;01;Lantenay;270
01207;84;01;Lapeyrouse;326
01208;84;01;Lavours;136
01209;84;01;Léaz;817
01210;84;01;Lélex;230
01211;84;01;Lent;1 408
01212;84;01;Lescheroux;714
01213;84;01;Leyment;1 392
01214;84;01;Leyssard;163
01215;84;01;Surjoux-Lhopital;141
01216;84;01;Lhuis;892
01219;84;01;Lompnas;163
01224;84;01;Loyettes;3 381
01225;84;01;Lurcy;393
01227;84;01;Magnieu;655
01228;84;01;Maillat;679
01229;84;01;Malafretaz;1 214
01230;84;01;Mantenay-Montlin;308
01231;84;01;Manziat;1 955
01232;84;01;Marboz;2 268
01233;84;01;Marchamp;132
01234;84;01;Marignieu;167
01235;84;01;Marlieux;1 182
01236;84;01;Marsonnas;1 030
01237;84;01;Martignat;1 671
01238;84;01;Massieux;2 721
01239;84;01;Massignieu-de-Rives;642
01240;84;01;Matafelon-Granges;629
01241;84;01;Meillonnas;1 383
01242;84;01;Mérignat;136
01243;84;01;Messimy-sur-Saône;1 288
01244;84;01;Meximieux;8 085
01245;84;01;Bohas-Meyriat-Rignat;965
01246;84;01;Mézériat;2 192
01247;84;01;Mijoux;297
01248;84;01;Mionnay;2 227
01249;84;01;Miribel;10 225
01250;84;01;Misérieux;1 994
01252;84;01;Mogneneins;803
01254;84;01;Montagnat;2 145
01255;84;01;Montagnieu;666
01257;84;01;Montanges;350
01258;84;01;Montceaux;1 198
01259;84;01;Montcet;704
01260;84;01;Le Montellier;319
01261;84;01;Monthieux;682
01262;84;01;Montluel;6 838
01263;84;01;Montmerle-sur-Saône;3 792
01264;84;01;Montracol;1 008
01265;84;01;Montréal-la-Cluse;3 541
01266;84;01;Montrevel-en-Bresse;2 578
01267;84;01;Nurieux-Volognat;990
01268;84;01;Murs-et-Gélignieux;240
01269;84;01;Nantua;3 449
01272;84;01;Neuville-les-Dames;1 515
01273;84;01;Neuville-sur-Ain;1 799
01274;84;01;Les Neyrolles;632
01275;84;01;Neyron;2 538
01276;84;01;Niévroz;1 634
01277;84;01;Nivollet-Montgriffon;115
01279;84;01;Oncieu;73
01280;84;01;Ordonnaz;141
01281;84;01;Ornex;4 690
01282;84;01;Outriaz;255
01283;84;01;Oyonnax;22 277
01284;84;01;Ozan;725
01285;84;01;Parcieux;1 319
01286;84;01;Parves et Nattages;955
01288;84;01;Péron;2 838
01289;84;01;Péronnas;6 448
01290;84;01;Pérouges;1 346
01291;84;01;Perrex;852
01293;84;01;Peyriat;148
01294;84;01;Peyrieu;908
01295;84;01;Peyzieux-sur-Saône;666
01296;84;01;Pirajoux;407
01297;84;01;Pizay;914
01298;84;01;Plagne;161
01299;84;01;Le Plantay;579
01301;84;01;Polliat;2 648
01302;84;01;Pollieu;168
01303;84;01;Poncin;1 729
01304;84;01;Pont-d'Ain;2 871
01305;84;01;Pont-de-Vaux;2 189
01306;84;01;Pont-de-Veyle;1 629
01307;84;01;Port;843
01308;84;01;Pougny;796
01309;84;01;Pouillat;81
01310;84;01;Prémeyzel;247
01311;84;01;Prémillieu;44
01313;84;01;Prévessin-Moëns;9 063
01314;84;01;Priay;1 764
01317;84;01;Ramasse;331
01318;84;01;Rancé;741
01319;84;01;Relevant;467
01320;84;01;Replonges;3 899
01321;84;01;Revonnas;896
01322;84;01;Reyrieux;5 098
01323;84;01;Reyssouze;1 010
01325;84;01;Rignieux-le-Franc;1 098
01328;84;01;Romans;617
01329;84;01;Rossillon;160
01330;84;01;Ruffieu;177
01331;84;01;Saint-Alban;192
01332;84;01;Saint-André-de-Bâgé;809
01333;84;01;Saint-André-de-Corcy;3 368
01334;84;01;Saint-André-d'Huiriat;675
01335;84;01;Saint-André-le-Bouchoux;418
01336;84;01;Saint-André-sur-Vieux-Jonc;1 211
01337;84;01;Saint-Bénigne;1 343
01338;84;01;Groslée-Saint-Benoit;1 238
01339;84;01;Saint-Bernard;1 497
01342;84;01;Sainte-Croix;547
01343;84;01;Saint-Cyr-sur-Menthon;1 844
01344;84;01;Saint-Denis-lès-Bourg;6 063
01345;84;01;Saint-Denis-en-Bugey;2 240
01346;84;01;Saint-Didier-d'Aussiat;850
01347;84;01;Saint-Didier-de-Formans;2 141
01348;84;01;Saint-Didier-sur-Chalaronne;3 052
01349;84;01;Saint-Éloi;524
01350;84;01;Saint-Étienne-du-Bois;2 553
01351;84;01;Saint-Étienne-sur-Chalaronne;1 613
01352;84;01;Saint-Étienne-sur-Reyssouze;581
01353;84;01;Sainte-Euphémie;1 730
01354;84;01;Saint-Genis-Pouilly;14 558
01355;84;01;Saint-Genis-sur-Menthon;486
01356;84;01;Saint-Georges-sur-Renon;199
01357;84;01;Saint-Germain-de-Joux;505
01358;84;01;Saint-Germain-les-Paroisses;425
01359;84;01;Saint-Germain-sur-Renon;257
01360;84;01;Saint-Jean-de-Gonville;1 988
01361;84;01;Saint-Jean-de-Niost;1 826
01362;84;01;Saint-Jean-de-Thurigneux;829
01363;84;01;Saint-Jean-le-Vieux;1 786
01364;84;01;Saint-Jean-sur-Reyssouze;767
01365;84;01;Saint-Jean-sur-Veyle;1 159
01366;84;01;Sainte-Julie;1 090
01367;84;01;Saint-Julien-sur-Reyssouze;707
01368;84;01;Saint-Julien-sur-Veyle;848
01369;84;01;Saint-Just;954
01370;84;01;Saint-Laurent-sur-Saône;1 659
01371;84;01;Saint-Marcel;1 261
01372;84;01;Saint-Martin-de-Bavel;436
01373;84;01;Saint-Martin-du-Frêne;1 033
01374;84;01;Saint-Martin-du-Mont;1 899
01375;84;01;Saint-Martin-le-Châtel;781
01376;84;01;Saint-Maurice-de-Beynost;4 155
01378;84;01;Saint-Maurice-de-Gourdans;2 748
01379;84;01;Saint-Maurice-de-Rémens;756
01380;84;01;Saint-Nizier-le-Bouchoux;598
01381;84;01;Saint-Nizier-le-Désert;922
01382;84;01;Sainte-Olive;331
01383;84;01;Saint-Paul-de-Varax;1 641
01384;84;01;Saint-Rambert-en-Bugey;2 173
01385;84;01;Saint-Rémy;943
01386;84;01;Saint-Sorlin-en-Bugey;1 125
01387;84;01;Saint-Sulpice;260
01388;84;01;Saint-Trivier-de-Courtes;1 119
01389;84;01;Saint-Trivier-sur-Moignans;1 857
01390;84;01;Saint-Vulbas;1 234
01391;84;01;Salavre;284
01392;84;01;Samognat;660
01393;84;01;Sandrans;567
01396;84;01;Sault-Brénaz;997
01397;84;01;Sauverny;992
01398;84;01;Savigneux;1 449
01399;84;01;Ségny;2 412
01400;84;01;Seillonnaz;137
01401;84;01;Sergy;2 218
01402;84;01;Sermoyer;648
01403;84;01;Serrières-de-Briord;1 312
01404;84;01;Serrières-sur-Ain;134
01405;84;01;Servas;1 270
01406;84;01;Servignat;175
01407;84;01;Seyssel;1 001
01408;84;01;Simandre-sur-Suran;656
01410;84;01;Sonthonnax-la-Montagne;292
01411;84;01;Souclin;267
01412;84;01;Sulignat;608
01415;84;01;Talissieu;519
01416;84;01;Tenay;1 013
01418;84;01;Thil;1 156
01419;84;01;Thoiry;6 136
01420;84;01;Thoissey;1 655
01421;84;01;Torcieu;744
01422;84;01;Tossiat;1 352
01423;84;01;Toussieux;1 198
01424;84;01;Tramoyes;1 843
01425;84;01;La Tranclière;286
01426;84;01;Val-Revermont;2 500
01427;84;01;Trévoux;6 947
01428;84;01;Valeins;131
01429;84;01;Vandeins;717
01430;84;01;Varambon;654
01431;84;01;Vaux-en-Bugey;1 234
01432;84;01;Verjon;339
01433;84;01;Vernoux;301
01434;84;01;Versailleux;494
01435;84;01;Versonnex;2 137
01436;84;01;Vesancy;502
01437;84;01;Vescours;219
01439;84;01;Vésines;98
01441;84;01;Vieu-d'Izenave;735
01443;84;01;Villars-les-Dombes;4 954
01444;84;01;Villebois;1 197
01445;84;01;Villemotier;617
01446;84;01;Villeneuve;1 569
01447;84;01;Villereversure;1 353
01448;84;01;Villes;400
01449;84;01;Villette-sur-Ain;762
01450;84;01;Villieu-Loyes-Mollon;3 793
01451;84;01;Viriat;6 808
01452;84;01;Virieu-le-Grand;1 118
01453;84;01;Arvière-en-Valromey;713
01454;84;01;Virignin;1 127
01456;84;01;Vongnes;71
01457;84;01;Vonnas;3 216
02001;32;02;Abbécourt;507
02002;32;02;Achery;594
02003;32;02;Acy;1 016
02004;32;02;Agnicourt-et-Séchelles;186
02005;32;02;Aguilcourt;393
02006;32;02;Aisonville-et-Bernoville;259
02007;32;02;Aizelles;120
02008;32;02;Aizy-Jouy;303
02009;32;02;Alaincourt;527
02010;32;02;Allemant;169
02011;32;02;Ambleny;1 181
02012;32;02;Ambrief;78
02013;32;02;Amifontaine;387
02014;32;02;Amigny-Rouy;716
02015;32;02;Ancienville;76
02016;32;02;Andelain;212
02017;32;02;Anguilcourt-le-Sart;295
02018;32;02;Anizy-le-Grand;2 549
02019;32;02;Annois;355
02020;32;02;Any-Martin-Rieux;455
02021;32;02;Archon;79
02022;32;02;Arcy-Sainte-Restitue;399
02023;32;02;Armentières-sur-Ourcq;99
02024;32;02;Arrancy;47
02025;32;02;Artemps;365
02027;32;02;Assis-sur-Serre;206
02028;32;02;Athies-sous-Laon;2 601
02029;32;02;Attilly;348
02030;32;02;Aubencheul-aux-Bois;248
02031;32;02;Aubenton;660
02032;32;02;Aubigny-aux-Kaisnes;247
02033;32;02;Aubigny-en-Laonnois;101
02034;32;02;Audignicourt;116
02035;32;02;Audigny;281
02036;32;02;Augy;70
02037;32;02;Aulnois-sous-Laon;1 369
02038;32;02;Les Autels;62
02039;32;02;Autremencourt;175
02040;32;02;Autreppes;176
02041;32;02;Autreville;805
02042;32;02;Azy-sur-Marne;375
02043;32;02;Bagneux;63
02044;32;02;Bancigny;25
02046;32;02;Barenton-Bugny;557
02047;32;02;Barenton-Cel;108
02048;32;02;Barenton-sur-Serre;130
02049;32;02;Barisis-aux-Bois;739
02050;32;02;Barzy-en-Thiérache;319
02051;32;02;Barzy-sur-Marne;392
02052;32;02;Bassoles-Aulers;129
02053;32;02;Vallées en Champagne;581
02054;32;02;Bazoches-et-Saint-Thibaut;524
02055;32;02;Beaumé;86
02056;32;02;Beaumont-en-Beine;176
02057;32;02;Beaurevoir;1 368
02058;32;02;Beaurieux;832
02059;32;02;Beautor;2 672
02060;32;02;Beauvois-en-Vermandois;252
02061;32;02;Becquigny;258
02062;32;02;Belleau;134
02063;32;02;Bellenglise;380
02064;32;02;Belleu;3 693
02065;32;02;Bellicourt;574
02066;32;02;Benay;191
02067;32;02;Bergues-sur-Sambre;208
02068;32;02;Berlancourt;83
02069;32;02;Berlise;105
02070;32;02;Bernot;438
02071;32;02;Berny-Rivière;641
02072;32;02;Berrieux;180
02073;32;02;Berry-au-Bac;703
02074;32;02;Bertaucourt-Epourdon;587
02075;32;02;Berthenicourt;193
02076;32;02;Bertricourt;149
02078;32;02;Besmé;167
02079;32;02;Besmont;142
02080;32;02;Besny-et-Loizy;322
02081;32;02;Béthancourt-en-Vaux;428
02082;32;02;Beugneux;113
02083;32;02;Beuvardes;746
02084;32;02;Bézu-le-Guéry;252
02085;32;02;Bézu-Saint-Germain;991
02086;32;02;Bichancourt;996
02087;32;02;Bieuxy;34
02088;32;02;Bièvres;84
02089;32;02;Billy-sur-Aisne;1 151
02090;32;02;Billy-sur-Ourcq;199
02091;32;02;Blanzy-lès-Fismes;92
02093;32;02;Blérancourt;1 261
02094;32;02;Blesmes;471
02095;32;02;Bohain-en-Vermandois;5 721
02096;32;02;Bois-lès-Pargny;191
02097;32;02;Boncourt;265
02098;32;02;Bonneil;377
02099;32;02;Bonnesvalyn;211
02100;32;02;Bony;139
02101;32;02;Bosmont-sur-Serre;178
02102;32;02;Bouconville-Vauclair;186
02103;32;02;Boué;1 324
02104;32;02;Bouffignereux;96
02105;32;02;Bouresches;190
02106;32;02;Bourg-et-Comin;810
02107;32;02;Bourguignon-sous-Coucy;104
02108;32;02;Bourguignon-sous-Montbavin;152
02109;32;02;La Bouteille;472
02110;32;02;Braine;2 237
02111;32;02;Brancourt-en-Laonnois;718
02112;32;02;Brancourt-le-Grand;556
02114;32;02;Brasles;1 635
02115;32;02;Braye-en-Laonnois;183
02116;32;02;Braye-en-Thiérache;138
02117;32;02;Bray-Saint-Christophe;67
02118;32;02;Braye;130
02119;32;02;Brécy;319
02120;32;02;Brenelle;195
02121;32;02;Breny;228
02122;32;02;Brie;55
02123;32;02;Brissay-Choigny;298
02124;32;02;Brissy-Hamégicourt;653
02125;32;02;Brumetz;181
02126;32;02;Brunehamel;453
02127;32;02;Bruyères-sur-Fère;191
02128;32;02;Bruyères-et-Montbérault;1 432
02129;32;02;Bruys;19
02130;32;02;Bucilly;200
02131;32;02;Bucy-le-Long;1 882
02132;32;02;Bucy-lès-Cerny;189
02133;32;02;Bucy-lès-Pierrepont;401
02134;32;02;Buire;849
02135;32;02;Buironfosse;1 136
02136;32;02;Burelles;124
02137;32;02;Bussiares;141
02138;32;02;Buzancy;192
02139;32;02;Caillouël-Crépigny;453
02140;32;02;Camelin;447
02141;32;02;La Capelle;1 769
02142;32;02;Castres;249
02143;32;02;Le Catelet;185
02144;32;02;Caulaincourt;142
02145;32;02;Caumont;546
02146;32;02;Celles-lès-Condé;99
02148;32;02;Celles-sur-Aisne;255
02149;32;02;Cerizy;59
02150;32;02;Cerny-en-Laonnois;62
02151;32;02;Cerny-lès-Bucy;115
02152;32;02;Cerseuil;87
02153;32;02;Cessières-Suzy;785
02154;32;02;Chacrise;367
02155;32;02;Chaillevois;187
02156;32;02;Chalandry;250
02157;32;02;Chambry;832
02158;32;02;Chamouille;270
02159;32;02;Champs;304
02160;32;02;Chaourse;512
02162;32;02;La Chapelle-sur-Chézy;298
02163;32;02;Charly-sur-Marne;2 581
02164;32;02;Le Charmel;326
02165;32;02;Charmes;1 624
02166;32;02;Chartèves;358
02167;32;02;Chassemy;886
02168;32;02;Château-Thierry;15 204
02169;32;02;Châtillon-lès-Sons;84
02170;32;02;Châtillon-sur-Oise;124
02171;32;02;Chaudardes;90
02172;32;02;Chaudun;251
02173;32;02;Chauny;11 496
02174;32;02;Chavignon;841
02175;32;02;Chavigny;165
02176;32;02;Chavonne;207
02177;32;02;Chérêt;144
02178;32;02;Chermizy-Ailles;115
02179;32;02;Chéry-Chartreuve;379
02180;32;02;Chéry-lès-Pouilly;736
02181;32;02;Chéry-lès-Rozoy;91
02182;32;02;Chevennes;121
02183;32;02;Chevregny;185
02184;32;02;Chevresis-Monceau;340
02185;32;02;Chézy-en-Orxois;380
02186;32;02;Chézy-sur-Marne;1 322
02187;32;02;Chierry;1 157
02188;32;02;Chigny;143
02189;32;02;Chivres-en-Laonnois;349
02190;32;02;Chivres-Val;527
02191;32;02;Chivy-lès-Étouvelles;500
02192;32;02;Chouy;375
02193;32;02;Cierges;66
02194;32;02;Cilly;177
02195;32;02;Ciry-Salsogne;896
02196;32;02;Clacy-et-Thierret;300
02197;32;02;Clairfontaine;525
02198;32;02;Clamecy;233
02199;32;02;Clastres;593
02200;32;02;Clermont-les-Fermes;101
02201;32;02;Cœuvres-et-Valsery;458
02203;32;02;Coincy;1 253
02204;32;02;Coingt;63
02205;32;02;Colligis-Crandelain;213
02206;32;02;Colonfay;73
02207;32;02;Commenchon;218
02208;32;02;Concevreux;260
02209;32;02;Condé-en-Brie;675
02210;32;02;Condé-sur-Aisne;358
02211;32;02;Condé-sur-Suippe;327
02212;32;02;Condren;692
02213;32;02;Connigis;330
02214;32;02;Contescourt;61
02215;32;02;Corbeny;846
02216;32;02;Corcy;304
02217;32;02;Coucy-le-Château-Auffrique;987
02218;32;02;Coucy-lès-Eppes;646
02219;32;02;Coucy-la-Ville;195
02220;32;02;Coulonges-Cohan;442
02221;32;02;Coupru;156
02222;32;02;Courbes;37
02223;32;02;Courboin;302
02224;32;02;Courcelles-sur-Vesle;344
02225;32;02;Courchamps;83
02226;32;02;Courmelles;1 854
02227;32;02;Courmont;121
02228;32;02;Courtemont-Varennes;349
02229;32;02;Courtrizy-et-Fussigny;75
02230;32;02;Couvrelles;180
02231;32;02;Couvron-et-Aumencourt;936
02232;32;02;Coyolles;365
02233;32;02;Cramaille;139
02234;32;02;Craonne;83
02235;32;02;Craonnelle;114
02236;32;02;Crécy-au-Mont;326
02237;32;02;Crécy-sur-Serre;1 503
02238;32;02;Crépy;1 803
02239;32;02;Crézancy;1 220
02240;32;02;Croix-Fonsomme;192
02241;32;02;La Croix-sur-Ourcq;90
02242;32;02;Crouttes-sur-Marne;624
02243;32;02;Crouy;2 999
02244;32;02;Crupilly;64
02245;32;02;Cuffies;1 787
02246;32;02;Cugny;603
02248;32;02;Cuirieux;155
02249;32;02;Cuiry-Housse;101
02250;32;02;Cuiry-lès-Chaudardes;76
02251;32;02;Cuiry-lès-Iviers;26
02252;32;02;Cuissy-et-Geny;71
02253;32;02;Cuisy-en-Almont;355
02254;32;02;Cutry;127
02255;32;02;Cys-la-Commune;157
02256;32;02;Dagny-Lambercy;128
02257;32;02;Dallon;438
02258;32;02;Dammard;372
02259;32;02;Dampleux;386
02260;32;02;Danizy;639
02261;32;02;Dercy;388
02262;32;02;Deuillet;207
02263;32;02;Dhuizel;113
02264;32;02;Dizy-le-Gros;726
02265;32;02;Dohis;88
02266;32;02;Dolignon;40
02267;32;02;Dommiers;301
02268;32;02;Domptin;625
02269;32;02;Dorengt;152
02270;32;02;Douchy;165
02271;32;02;Dravegny;130
02272;32;02;Droizy;76
02273;32;02;Dury;196
02274;32;02;Ébouleau;183
02275;32;02;Effry;316
02276;32;02;Englancourt;117
02277;32;02;Épagny;341
02278;32;02;Éparcy;32
02279;32;02;Épaux-Bézu;544
02280;32;02;Épieds;410
02281;32;02;L'Épine-aux-Bois;249
02282;32;02;Eppes;432
02283;32;02;Erlon;284
02284;32;02;Erloy;102
02286;32;02;Esquéhéries;855
02287;32;02;Essigny-le-Grand;1 054
02288;32;02;Essigny-le-Petit;347
02289;32;02;Essises;411
02290;32;02;Essômes-sur-Marne;2 719
02291;32;02;Estrées;409
02292;32;02;Étampes-sur-Marne;1 335
02293;32;02;Étaves-et-Bocquiaux;548
02294;32;02;Étouvelles;207
02295;32;02;Étréaupont;848
02296;32;02;Étreillers;1 182
02297;32;02;Étrépilly;125
02298;32;02;Étreux;1 457
02299;32;02;Évergnicourt;529
02302;32;02;Faverolles;340
02303;32;02;Fayet;698
02304;32;02;La Fère;2 850
02305;32;02;Fère-en-Tardenois;2 925
02306;32;02;La Ferté-Chevresis;514
02307;32;02;La Ferté-Milon;2 047
02308;32;02;Fesmy-le-Sart;503
02309;32;02;Festieux;695
02310;32;02;Fieulaine;249
02311;32;02;Filain;119
02312;32;02;La Flamengrie;1 093
02313;32;02;Flavigny-le-Grand-et-Beaurain;440
02315;32;02;Flavy-le-Martel;1 661
02316;32;02;Fleury;125
02317;32;02;Fluquières;205
02318;32;02;Folembray;1 370
02319;32;02;Fonsomme;503
02320;32;02;Fontaine-lès-Clercs;229
02321;32;02;Fontaine-lès-Vervins;876
02322;32;02;Fontaine-Notre-Dame;381
02323;32;02;Fontaine-Uterte;136
02324;32;02;Fontenelle;297
02326;32;02;Fontenoy;464
02327;32;02;Foreste;161
02328;32;02;Fossoy;513
02329;32;02;Fourdrain;424
02330;32;02;Francilly-Selency;562
02331;32;02;Franqueville;108
02332;32;02;Fresnes-en-Tardenois;274
02333;32;02;Fresnes-sous-Coucy;161
02334;32;02;Fresnoy-le-Grand;2 934
02335;32;02;Fressancourt;175
02336;32;02;Frières-Faillouël;981
02337;32;02;Froidestrées;185
02338;32;02;Froidmont-Cohartille;248
02339;32;02;Gandelu;699
02340;32;02;Gauchy;5 204
02341;32;02;Gercy;257
02342;32;02;Gergny;131
02343;32;02;Germaine;83
02345;32;02;Gibercourt;38
02346;32;02;Gizy;644
02347;32;02;Gland;432
02349;32;02;Goudelancourt-lès-Berrieux;59
02350;32;02;Goudelancourt-lès-Pierrepont;139
02351;32;02;Goussancourt;113
02352;32;02;Gouy;567
02353;32;02;Grandlup-et-Fay;275
02354;32;02;Grandrieux;79
02355;32;02;Gricourt;998
02356;32;02;Grisolles;233
02357;32;02;Gronard;66
02358;32;02;Grougis;315
02359;32;02;Grugies;1 259
02360;32;02;Villeneuve-sur-Aisne;2 784
02361;32;02;Guise;4 533
02362;32;02;Guivry;239
02363;32;02;Guny;368
02364;32;02;Guyencourt;250
02366;32;02;Hannapes;327
02367;32;02;Happencourt;161
02368;32;02;Haramont;560
02369;32;02;Harcigny;243
02370;32;02;Hargicourt;571
02371;32;02;Harly;1 557
02372;32;02;Hartennes-et-Taux;339
02373;32;02;Hary;189
02374;32;02;Lehaucourt;843
02375;32;02;Hautevesnes;161
02376;32;02;Hauteville;179
02377;32;02;Haution;132
02378;32;02;La Hérie;123
02379;32;02;Le Hérie-la-Viéville;195
02380;32;02;Hinacourt;27
02381;32;02;Hirson;8 662
02382;32;02;Holnon;1 356
02383;32;02;Homblières;1 433
02384;32;02;Houry;58
02385;32;02;Housset;167
02386;32;02;Iron;221
02387;32;02;Itancourt;999
02388;32;02;Iviers;220
02389;32;02;Jaulgonne;665
02390;32;02;Jeancourt;255
02391;32;02;Jeantes;218
02392;32;02;Joncourt;319
02393;32;02;Jouaignes;138
02395;32;02;Jumencourt;132
02396;32;02;Jumigny;63
02397;32;02;Jussy;1 219
02398;32;02;Juvigny;280
02399;32;02;Juvincourt-et-Damary;611
02400;32;02;Laffaux;152
02401;32;02;Laigny;187
02402;32;02;Lanchy;37
02403;32;02;Landifay-et-Bertaignemont;255
02404;32;02;Landouzy-la-Cour;175
02405;32;02;Landouzy-la-Ville;524
02406;32;02;Landricourt;130
02407;32;02;Laniscourt;210
02408;32;02;Laon;24 021
02409;32;02;Lappion;277
02410;32;02;Largny-sur-Automne;241
02411;32;02;Latilly;199
02412;32;02;Launoy;99
