,Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude,is_prefecture,is_sous_prefecture
13112,Oise,60142,La Chapelle-en-Serval,3120.0,49.15,2.550003,False,False
13113,Oise,60144,Chavençon,167.0,49.15,1.949997,False,False
13114,Oise,60149,Chevrières,2005.0,49.35,2.649994,False,False
13115,Oise,60198,Dives,384.0,49.55,2.850006,False,False
13116,Oise,60215,Erquery,595.0,49.45,2.449997,False,False
13117,Oise,60250,Fouquenies,413.0,49.45,2.050003,False,False
13118,Oise,60281,Gournay-sur-Aronde,537.0,49.55,2.649994,False,False
13119,Oise,60333,Lachapelle-aux-Pots,1576.0,49.45,1.949997,False,False
13120,Oise,60409,Monchy-Saint-Éloi,2160.0,49.35,2.449997,False,False
13121,Oise,60439,Mouy,5305.0,49.35,2.25,False,False
13122,Oise,60441,Moyvillers,686.0,49.45,2.649994,False,False
13123,Oise,60493,Pisseleu,515.0,49.55,2.050003,False,False
13124,Oise,60503,Le Ployron,112.0,49.55,2.550003,False,False
13125,Oise,60514,Prévillers,246.0,49.65,2.050003,False,False
13126,Oise,60517,Puiseux-le-Hauberger,841.0,49.25,2.25,False,False
13127,Oise,60541,Roberval,352.0,49.25,2.649994,False,False
13128,Oise,60556,Royaucourt,206.0,49.65,2.550003,False,False
13129,Oise,60631,Thiers-sur-Thève,1081.0,49.15,2.550003,False,False
13130,Oise,60665,Venette,2808.0,49.45,2.75,False,False
13131,Oise,60674,Vieux-Moulin,597.0,49.35,2.949997,False,False
13132,Orne,61010,Aubry-le-Panthou,126.0,48.85,0.25,False,False
13133,Orne,61013,Aunay-les-Bois,140.0,48.55,0.25,False,False
13134,Orne,61070,Caligny,835.0,48.85,-0.5499878,False,False
13135,Orne,61192,Godisson,104.0,48.65,0.25,False,False
13136,Orne,61210,Joué-du-Plain,241.0,48.65,-0.15002441,False,False
13137,Orne,61276,Merri,152.0,48.85,-0.049987793,False,False
13138,Orne,61289,Mont-Ormel,47.0,48.85,0.1499939,False,False
13139,Orne,61297,Moulins-la-Marche,729.0,48.65,0.44999695,False,False
13140,Orne,61357,Rouperroux,183.0,48.55,-0.049987793,False,False
13141,Orne,61379,Saint-Cyr-la-Rosière,233.0,48.35,0.6499939,False,False
13142,Orne,61464,Sées,4191.0,48.55,0.1499939,False,False
13143,Orne,61480,Tanville,230.0,48.55,0.05000305,False,False
13144,Pas-de-Calais,62004,Achicourt,7938.0,50.25,2.75,False,False
13145,Pas-de-Calais,62005,Achiet-le-Grand,965.0,50.15,2.75,False,False
13146,Pas-de-Calais,62014,Aire-sur-la-Lys,9585.0,50.65,2.350006,False,False
13147,Pas-de-Calais,62048,Auchel,10062.0,50.55,2.449997,False,False
13148,Pas-de-Calais,62078,Balinghem,1225.0,50.85,1.949997,False,False
13149,Pas-de-Calais,62086,Bavincourt,408.0,50.25,2.550003,False,False
13150,Pas-de-Calais,62127,Bezinghem,379.0,50.55,1.8500061,False,False
13151,Pas-de-Calais,62233,Conchil-le-Temple,1100.0,50.35,1.6499939,False,False
13152,Pas-de-Calais,62296,Enquin-sur-Baillons,256.0,50.55,1.8500061,False,False
13153,Pas-de-Calais,62309,Esquerdes,1619.0,50.75,2.149994,False,False
13154,Pas-de-Calais,62314,Estrée-Cauchy,354.0,50.45,2.649994,False,False
13155,Pas-de-Calais,62346,Fortel-en-Artois,215.0,50.25,2.25,False,False
13156,Pas-de-Calais,62348,Foufflin-Ricametz,153.0,50.35,2.350006,False,False
13157,Pas-de-Calais,62369,Gavrelle,801.0,50.35,2.850006,False,False
13158,Pas-de-Calais,62415,Haute-Avesnes,465.0,50.35,2.649994,False,False
13159,Pas-de-Calais,62421,Havrincourt,373.0,50.05,3.050003,False,False
13160,Pas-de-Calais,62457,Houdain,7030.0,50.45,2.550003,False,False
13161,Pas-de-Calais,62469,Inchy-en-Artois,576.0,50.15,3.050003,False,False
13162,Pas-de-Calais,62477,Izel-lès-Hameau,732.0,50.35,2.550003,False,False
13163,Pas-de-Calais,62501,Lespinoy,235.0,50.45,1.8500061,False,False
13164,Pas-de-Calais,62530,Lottinghen,537.0,50.65,1.949997,False,False
13165,Pas-de-Calais,62538,Maintenay,454.0,50.35,1.8500061,False,False
13166,Pas-de-Calais,62539,Maisnil,247.0,50.35,2.350006,False,False
13167,Pas-de-Calais,62632,Oblinghem,383.0,50.55,2.550003,False,False
13168,Pas-de-Calais,62634,Offekerque,1251.0,50.95,2.050003,False,False
13169,Pas-de-Calais,62640,Orville,360.0,50.15,2.449997,False,False
13170,Pas-de-Calais,62685,Radinghem,260.0,50.55,2.149994,False,False
13171,Pas-de-Calais,62757,Saint-Martin-lez-Tatinghem,5916.0,50.75,2.25,False,False
13172,Pas-de-Calais,62790,Senlis,161.0,50.55,2.149994,False,False
13173,Pas-de-Calais,62806,Tardinghen,150.0,50.85,1.6499939,False,False
13174,Pas-de-Calais,62808,Teneur,260.0,50.45,2.25,False,False
13175,Pas-de-Calais,62843,Verchin,233.0,50.45,2.149994,False,False
13176,Pas-de-Calais,62847,Verquigneul,2016.0,50.55,2.649994,False,False
13177,Pas-de-Calais,62892,Willerval,659.0,50.35,2.850006,False,False
13178,Puy-de-Dôme,63014,Aubière,10211.0,45.75,3.149994,False,False
13179,Puy-de-Dôme,63029,Bansat,262.0,45.45,3.350006,False,False
13180,Puy-de-Dôme,63038,Besse-et-Saint-Anastaise,1461.0,45.55,2.949997,False,False
13181,Puy-de-Dôme,63048,Bourg-Lastic,870.0,45.65,2.550003,False,False
13182,Puy-de-Dôme,63055,Bromont-Lamothe,1000.0,45.85,2.850006,False,False
13183,Puy-de-Dôme,63081,Champétières,279.0,45.55,3.649994,False,False
13184,Puy-de-Dôme,63104,La Chaulme,113.0,45.45,3.949997,False,False
13185,Puy-de-Dôme,63135,Davayat,626.0,45.95,3.149994,False,False
13186,Puy-de-Dôme,63180,Joze,1158.0,45.85,3.25,False,False
13187,Puy-de-Dôme,63241,Montpeyroux,321.0,45.65,3.25,False,False
13188,Puy-de-Dôme,63245,Mozac,3863.0,45.85,3.050003,False,False
13189,Puy-de-Dôme,63288,Prompsat,464.0,45.95,3.050003,False,False
13190,Puy-de-Dôme,63304,Roche-d'Agoux,112.0,46.05,2.649994,False,False
13191,Puy-de-Dôme,63317,Saint-André-le-Coq,536.0,45.95,3.350006,False,False
13192,Puy-de-Dôme,63392,Saint-Rémy-de-Chargnat,612.0,45.55,3.350006,False,False
13193,Puy-de-Dôme,63397,Saint-Sauves-d'Auvergne,1128.0,45.65,2.649994,False,False
13194,Puy-de-Dôme,63407,Saulzet-le-Froid,288.0,45.65,2.850006,False,False
13195,Puy-de-Dôme,63433,Tortebesse,78.0,45.75,2.649994,False,False
13196,Pyrénées-Atlantiques,64005,Abos,529.0,43.35,-0.5499878,False,False
13197,Pyrénées-Atlantiques,64091,Baliros,504.0,43.25,-0.3499756,False,False
13198,Pyrénées-Atlantiques,64102,Bayonne,52749.0,43.45,-1.4500122,False,True
13199,Pyrénées-Atlantiques,64125,Bidart,7449.0,43.45,-1.5499878,False,False
13200,Pyrénées-Atlantiques,64128,Bilhères,157.0,43.05,-0.4500122,False,False
13201,Pyrénées-Atlantiques,64139,Bosdarros,973.0,43.25,-0.3499756,False,False
13202,Pyrénées-Atlantiques,64177,Castétis,642.0,43.45,-0.75,False,False
13203,Pyrénées-Atlantiques,64193,Corbère-Abères,96.0,43.45,-0.049987793,False,False
13204,Pyrénées-Atlantiques,64206,Escot,121.0,43.05,-0.5499878,False,False
13205,Pyrénées-Atlantiques,64293,Labatut-Figuières,169.0,43.45,-0.049987793,False,False
13206,Pyrénées-Atlantiques,64324,Lasseube,1741.0,43.25,-0.4500122,False,False
13207,Pyrénées-Atlantiques,64325,Lasseubetat,202.0,43.15,-0.4500122,False,False
13208,Pyrénées-Atlantiques,64354,Louvie-Soubiron,127.0,43.05,-0.3499756,False,False
13209,Pyrénées-Atlantiques,64362,Luxe-Sumberraute,414.0,43.35,-1.0499878,False,False
13210,Pyrénées-Atlantiques,64392,Moncla,79.0,43.55,-0.25,False,False
13211,Pyrénées-Atlantiques,64401,Mont-Disse,79.0,43.55,-0.15002441,False,False
13212,Pyrénées-Atlantiques,64411,Musculdy,229.0,43.15,-0.9500122,False,False
13213,Pyrénées-Atlantiques,64477,Saint-Étienne-de-Baïgorry,1520.0,43.15,-1.3499756,False,False
13214,Pyrénées-Atlantiques,64508,Saucède,128.0,43.25,-0.6500244,False,False
13215,Pyrénées-Atlantiques,64517,Séméacq-Blachon,159.0,43.55,-0.15002441,False,False
13216,Pyrénées-Atlantiques,64551,Verdets,298.0,43.25,-0.6500244,False,False
13217,Hautes-Pyrénées,65051,Aventignan,209.0,43.05,0.55000305,False,False
13218,Hautes-Pyrénées,65079,Bégole,193.0,43.15,0.3500061,False,False
13219,Hautes-Pyrénées,65105,Bourg-de-Bigorre,196.0,43.05,0.25,False,False
13220,Hautes-Pyrénées,65148,Cizos,135.0,43.25,0.44999695,False,False
13221,Hautes-Pyrénées,65253,Lamarque-Rustaing,54.0,43.25,0.25,False,False
13222,Hautes-Pyrénées,65282,Loudenvielle,323.0,42.75,0.44999695,False,False
13223,Hautes-Pyrénées,65313,Momères,732.0,43.15,0.05000305,False,False
13224,Hautes-Pyrénées,65319,Montégut,131.0,43.05,0.55000305,False,False
13225,Hautes-Pyrénées,65331,Odos,3303.0,43.25,0.05000305,False,False
13226,Hautes-Pyrénées,65332,Oléac-Debat,177.0,43.25,0.1499939,False,False
13227,Hautes-Pyrénées,65390,Saint-Lézer,431.0,43.35,0.05000305,False,False
13228,Hautes-Pyrénées,65414,Ségalas,82.0,43.45,0.1499939,False,False
13229,Hautes-Pyrénées,65462,Vidouze,236.0,43.45,-0.049987793,False,False
13230,Pyrénées-Orientales,66003,Amélie-les-Bains-Palalda,3565.0,42.45,2.649994,False,False
13231,Pyrénées-Orientales,66012,Baho,3327.0,42.75,2.850006,False,False
13232,Pyrénées-Orientales,66023,Bouleternère,955.0,42.65,2.550003,False,False
13233,Pyrénées-Orientales,66103,Marquixanes,573.0,42.65,2.449997,False,False
13234,Pyrénées-Orientales,66129,Ortaffa,1798.0,42.55,2.949997,False,False
13235,Pyrénées-Orientales,66136,Perpignan,119656.0,42.75,2.850006,True,False
13236,Pyrénées-Orientales,66182,Sainte-Marie-la-Mer,4784.0,42.75,3.050003,False,False
13237,Bas-Rhin,67011,Artolsheim,992.0,48.25,7.649994,False,False
13238,Bas-Rhin,67031,Bernardswiller,1459.0,48.45,7.449997,False,False
13239,Bas-Rhin,67058,Bossendorf,383.0,48.75,7.550003,False,False
13240,Bas-Rhin,67067,Brumath,10238.0,48.75,7.75,False,False
13241,Bas-Rhin,67077,Cosswiller,575.0,48.65,7.350006,False,False
13242,Bas-Rhin,67179,Haegen,652.0,48.75,7.25,False,False
13243,Bas-Rhin,67183,Harskirchen,888.0,48.95,7.050003,False,False
13244,Bas-Rhin,67185,Hattmatt,652.0,48.75,7.449997,False,False
13245,Bas-Rhin,67226,Ittenheim,2093.0,48.55,7.649994,False,False
13246,Bas-Rhin,67394,Retschwiller,275.0,48.95,7.850006,False,False
13247,Bas-Rhin,67421,Saales,827.0,48.35,7.149994,False,False
13248,Bas-Rhin,67540,Wintershouse,854.0,48.85,7.75,False,False
13249,Haut-Rhin,68037,Biltzheim,480.0,47.95,7.350006,False,False
13250,Haut-Rhin,68079,Elbach,263.0,47.65,7.050003,False,False
13251,Haut-Rhin,68110,Grussenheim,796.0,48.15,7.449997,False,False
13252,Haut-Rhin,68188,Linthal,586.0,47.95,7.050003,False,False
13253,Haut-Rhin,68224,Mulhouse,106341.0,47.75,7.350006,False,True
13254,Haut-Rhin,68344,Urbès,438.0,47.85,6.949997,False,False
13255,Haut-Rhin,68355,Waldighofen,1551.0,47.55,7.350006,False,False
13256,Haut-Rhin,68356,Walheim,885.0,47.65,7.25,False,False
13257,Rhône,69021,Bessenay,2348.0,45.75,4.550003,False,False
13258,Rhône,69103,Juliénas,885.0,46.25,4.75,False,False
13259,Rhône,69139,Montrottier,1386.0,45.85,4.449997,False,False
13260,Rhône,69171,Sain-Bel,2501.0,45.85,4.649994,False,False
13261,Rhône,69181,Saint-Appolinaire,235.0,45.95,4.449997,False,False
13262,Rhône,69277,Genas,13483.0,45.75,5.050003,False,False
13263,Haute-Saône,70024,Apremont,435.0,47.35,5.550003,False,False
13264,Haute-Saône,70030,Arsans,45.0,47.35,5.649994,False,False
13265,Haute-Saône,70061,Belfahy,86.0,47.75,6.75,False,False
13266,Haute-Saône,70076,Bonnevent-Velloreille,391.0,47.35,5.949997,False,False
13267,Haute-Saône,70085,Boult,699.0,47.35,6.050003,False,False
13268,Haute-Saône,70097,Briaucourt,243.0,47.85,6.25,False,False
13269,Haute-Saône,70117,Châlonvillars,1242.0,47.65,6.75,False,False
13270,Haute-Saône,70147,Chavanne,220.0,47.55,6.649994,False,False
13271,Haute-Saône,70176,Corravillers,173.0,47.85,6.649994,False,False
13272,Haute-Saône,70182,Courmont,127.0,47.65,6.649994,False,False
13273,Haute-Saône,70194,Cuve,131.0,47.95,6.25,False,False
13274,Haute-Saône,70204,Denèvre,149.0,47.55,5.649994,False,False
13275,Haute-Saône,70237,Fleurey-lès-Lavoncourt,104.0,47.65,5.75,False,False
13276,Indre,36021,Les Bordes,856.0,46.95,1.949997,False,False
13277,Indre,36059,Condé,229.0,46.85,1.949997,False,False
13278,Indre,36063,Déols,7625.0,46.85,1.75,False,False
13279,Indre,36092,Langé,260.0,47.05,1.550003,False,False
13280,Indre,36135,Moulins-sur-Céphons,283.0,47.05,1.550003,False,False
13281,Indre,36155,Pellevoisin,794.0,46.95,1.449997,False,False
13282,Indre-et-Loire,37004,Anché,431.0,47.15,0.3500061,False,False
13283,Indre-et-Loire,37024,Benais,932.0,47.35,0.25,False,False
13284,Indre-et-Loire,37054,Chanceaux-sur-Choisille,3519.0,47.45,0.75,False,False
13285,Indre-et-Loire,37057,La Chapelle-Blanche-Saint-Martin,680.0,47.05,0.75,False,False
13286,Indre-et-Loire,37070,Chenonceaux,340.0,47.35,1.050003,False,False
13287,Indre-et-Loire,37091,La Croix-en-Touraine,2439.0,47.35,0.94999695,False,False
13288,Indre-et-Loire,37098,Draché,717.0,47.05,0.6499939,False,False
13289,Indre-et-Loire,37131,Limeray,1248.0,47.45,1.050003,False,False
13290,Indre-et-Loire,37132,Loches,6180.0,47.15,0.94999695,False,True
13291,Indre-et-Loire,37142,Maillé,561.0,47.05,0.55000305,False,False
13292,Indre-et-Loire,37148,Marigny-Marmande,609.0,46.95,0.44999695,False,False
13293,Indre-et-Loire,37160,Morand,346.0,47.55,1.050003,False,False
13294,Indre-et-Loire,37238,Saint-Senoch,518.0,47.05,0.94999695,False,False
13295,Indre-et-Loire,37282,Yzeures-sur-Creuse,1342.0,46.75,0.8500061,False,False
13296,Isère,38012,Aoste,2869.0,45.55,5.649994,False,False
13297,Isère,38015,Artas,1832.0,45.55,5.149994,False,False
13298,Isère,38032,Beaufort,580.0,45.35,5.149994,False,False
13299,Isère,38051,Bougé-Chambalud,1425.0,45.35,4.850006,False,False
13300,Isère,38063,Burcin,447.0,45.45,5.449997,False,False
13301,Isère,38107,Chonas-l'Amballan,1698.0,45.45,4.75,False,False
13302,Isère,38134,Cour-et-Buis,932.0,45.45,5.050003,False,False
13303,Isère,38136,Crachier,580.0,45.55,5.25,False,False
13304,Isère,38336,Reventin-Vaugris,2028.0,45.45,4.850006,False,False
13305,Isère,38360,Saint-Appolinard,410.0,45.15,5.25,False,False
13306,Isère,38362,Saint-Aupre,1182.0,45.45,5.649994,False,False
13307,Isère,38382,Saint-Égrève,16995.0,45.25,5.649994,False,False
13308,Isère,38406,Saint-Julien-de-l'Herms,160.0,45.45,5.050003,False,False
13309,Isère,38438,Saint-Paul-lès-Monestier,279.0,44.95,5.649994,False,False
13310,Isère,38531,Velanne,563.0,45.45,5.649994,False,False
13311,Jura,39004,Abergement-lès-Thésy,51.0,46.95,5.949997,False,False
13312,Jura,39007,Alièze,148.0,46.55,5.550003,False,False
13313,Jura,39061,Boissia,109.0,46.55,5.75,False,False
13314,Jura,39110,La Charme,65.0,46.85,5.550003,False,False
13315,Jura,39153,Cize,809.0,46.75,5.949997,False,False
13316,Jura,39179,Crenans,233.0,46.45,5.75,False,False
13317,Jura,39253,Gigny,270.0,46.45,5.449997,False,False
13318,Jura,39310,Mantry,476.0,46.75,5.550003,False,False
13319,Jura,39314,Marnézia,75.0,46.55,5.649994,False,False
13320,Jura,39451,Ranchot,508.0,47.15,5.75,False,False
13321,Jura,39456,Relans,345.0,46.75,5.449997,False,False
13322,Jura,39507,Séligney,78.0,46.95,5.550003,False,False
13323,Jura,39539,Vadans,304.0,46.95,5.75,False,False
13324,Jura,39553,Le Vernois,291.0,46.75,5.550003,False,False
13325,Jura,39576,Val-Sonnette,942.0,46.55,5.449997,False,False
13326,Landes,40019,Aureilhan,1062.0,44.25,-1.1500244,False,False
13327,Landes,40054,Brassempouy,267.0,43.65,-0.6500244,False,False
13328,Landes,40120,Hastingues,601.0,43.55,-1.1500244,False,False
13329,Landes,40156,Liposthey,579.0,44.35,-0.8499756,False,False
13330,Landes,40213,Orx,645.0,43.55,-1.3499756,False,False
13331,Landes,40229,Pontenx-les-Forges,1698.0,44.25,-1.0499878,False,False
13332,Landes,40260,Saint-Geours-d'Auribat,413.0,43.75,-0.8499756,False,False
13333,Landes,40284,Saint-Vincent-de-Tyrosse,7956.0,43.65,-1.3499756,False,False
13334,Landes,40329,Le Vignau,493.0,43.75,-0.25,False,False
13335,Loir-et-Cher,41061,Cormeray,1560.0,47.45,1.3500061,False,False
13336,Loir-et-Cher,41102,Houssay,378.0,47.75,0.94999695,False,False
13337,Loir-et-Cher,41116,Lisle,190.0,47.85,1.1499939,False,False
13338,Loir-et-Cher,41128,Marolles,719.0,47.65,1.3500061,False,False
13339,Loir-et-Cher,41129,Maslives,679.0,47.65,1.449997,False,False
13340,Loir-et-Cher,41139,Meusnes,1066.0,47.25,1.550003,False,False
13341,Loir-et-Cher,41181,Pouillé,802.0,47.35,1.25,False,False
13342,Loir-et-Cher,41191,Roches,66.0,47.75,1.449997,False,False
13343,Loir-et-Cher,41229,Saint-Romain-sur-Cher,1447.0,47.35,1.3500061,False,False
13344,Loir-et-Cher,41287,Villerable,491.0,47.75,1.050003,False,False
13345,Loire,42017,Le Bessat,502.0,45.35,4.550003,False,False
13346,Loire,42085,Doizieux,852.0,45.45,4.550003,False,False
13347,Loire,42121,Lérigneux,166.0,45.55,3.949997,False,False
13348,Loire,42148,Montchal,503.0,45.85,4.350006,False,False
13349,Loire,42183,La Ricamarie,8046.0,45.45,4.350006,False,False
13350,Loire,42202,Saint-Barthélemy-Lestra,681.0,45.75,4.350006,False,False
13351,Loire,42267,Saint-Nizier-sous-Charlieu,1694.0,46.15,4.149994,False,False
13352,Loire,42278,Saint-Priest-la-Vêtre,141.0,45.85,3.850006,False,False
13353,Loire,42296,Salt-en-Donzy,546.0,45.75,4.25,False,False
13354,Loire,42314,La Tuilière,279.0,45.95,3.850006,False,False
13355,Loire,42328,Verrières-en-Forez,723.0,45.55,3.949997,False,False
13356,Loire,42338,Vougy,1506.0,46.05,4.149994,False,False
13357,Haute-Loire,43026,Bellevue-la-Montagne,447.0,45.25,3.850006,False,False
13358,Haute-Loire,43063,Chassagnes,157.0,45.25,3.550003,False,False
13359,Haute-Loire,43108,Jullianges,436.0,45.35,3.75,False,False
13360,Haute-Loire,43159,Raucoules,944.0,45.15,4.25,False,False
13361,Haute-Loire,43162,Retournac,2977.0,45.25,4.050003,False,False
13362,Haute-Loire,43168,Saint-Arcons-de-Barges,116.0,44.85,3.949997,False,False
13363,Haute-Loire,43185,Sainte-Florine,3253.0,45.45,3.350006,False,False
13364,Haute-Loire,43195,Saint-Ilpize,184.0,45.25,3.449997,False,False
13365,Haute-Loire,43212,Saint-Pal-de-Chalencon,1002.0,45.35,3.949997,False,False
13366,Haute-Loire,43222,Saint-Privat-du-Dragon,166.0,45.15,3.449997,False,False
13367,Haute-Loire,43260,Le Vernet,22.0,45.05,3.649994,False,False
13368,Loire-Atlantique,44030,La Chapelle-des-Marais,4386.0,47.45,-2.25,False,False
13369,Loire-Atlantique,44062,Le Gâvre,1861.0,47.55,-1.75,False,False
13370,Loire-Atlantique,44071,Haute-Goulaine,5958.0,47.25,-1.4500122,False,False
13371,Loire-Atlantique,44135,Le Pouliguen,4005.0,47.25,-2.4500122,False,False
13372,Loire-Atlantique,44152,Sainte-Anne-sur-Brivet,2996.0,47.45,-2.0499878,False,False
13373,Loire-Atlantique,44174,Saint-Lumine-de-Coutais,2357.0,47.05,-1.75,False,False
13374,Loire-Atlantique,44198,Les Sorinières,9031.0,47.15,-1.5499878,False,False
13375,Loiret,45014,Aulnay-la-Rivière,499.0,48.25,2.350006,False,False
13376,Loiret,45015,Autruy-sur-Juine,714.0,48.25,2.050003,False,False
13377,Loiret,45022,Batilly-en-Gâtinais,442.0,48.05,2.350006,False,False
13378,Loiret,45066,Chailly-en-Gâtinais,682.0,47.95,2.550003,False,False
13379,Loiret,45095,Chilleurs-aux-Bois,2109.0,48.05,2.149994,False,False
13380,Loiret,45108,Coullons,2274.0,47.65,2.550003,False,False
13381,Loiret,45113,Courtemaux,262.0,48.05,2.949997,False,False
13382,Loiret,45129,Douchy-Montcorbon,1355.0,47.95,3.050003,False,False
13383,Loiret,45146,La Ferté-Saint-Aubin,7318.0,47.75,1.949997,False,False
13384,Loiret,45283,Saint-Hilaire-sur-Puiseaux,158.0,47.95,2.75,False,False
13385,Loiret,45322,Thorailles,193.0,48.05,2.850006,False,False
13386,Loiret,45339,Villemoutiers,479.0,47.95,2.550003,False,False
13387,Lot,46045,Cajarc,1119.0,44.45,1.8500061,False,False
13388,Lot,46046,Calamane,457.0,44.55,1.449997,False,False
13389,Lot,46052,Camboulit,254.0,44.55,1.949997,False,False
13390,Lot,46057,Cardaillac,622.0,44.65,2.050003,False,False
13391,Lot,46082,Cremps,368.0,44.35,1.550003,False,False
13392,Lot,46095,Espère,1012.0,44.55,1.3500061,False,False
13393,Lot,46116,Frontenac,72.0,44.55,1.949997,False,False
13394,Lot,46133,Issepts,272.0,44.65,1.949997,False,False
13395,Lot,46136,Labastide-du-Vert,273.0,44.55,1.25,False,False
13396,Lot,46146,Ladirat,90.0,44.85,1.949997,False,False
13397,Lot,46147,Lagardelle,129.0,44.45,1.1499939,False,False
13398,Lot,46184,Marminiac,346.0,44.65,1.1499939,False,False
13399,Lot,46233,Quissac-en-Quercy,107.0,44.65,1.75,False,False
13400,Lot,46243,Rueyres,192.0,44.75,1.8500061,False,False
13401,Lot,46257,Saint-Cirq-Madelon,143.0,44.75,1.3500061,False,False
13402,Lot,46260,Sainte-Colombe,230.0,44.75,2.050003,False,False
13403,Lot,46308,Soucirac,103.0,44.75,1.550003,False,False
13404,Lot,46334,Le Vigan,1539.0,44.75,1.449997,False,False
13405,Lot,46335,Villesèque,396.0,44.45,1.3500061,False,False
13406,Lot-et-Garonne,47057,Castillonnès,1364.0,44.65,0.6499939,False,False
13407,Lot-et-Garonne,47073,Cours,195.0,44.35,0.55000305,False,False
13408,Lot-et-Garonne,47109,Gavaudun,298.0,44.55,0.8500061,False,False
13409,Lot-et-Garonne,47182,Montastruc,238.0,44.45,0.55000305,False,False
13410,Lot-et-Garonne,47196,Nicole,231.0,44.35,0.3500061,False,False
13411,Lot-et-Garonne,47199,Pardaillan,328.0,44.65,0.25,False,False
13412,Lot-et-Garonne,47205,Pindères,193.0,44.25,-0.049987793,False,False
13413,Lot-et-Garonne,47245,Saint-Géraud,88.0,44.65,0.1499939,False,False
13414,Lot-et-Garonne,47267,Saint-Pierre-de-Buzet,282.0,44.25,0.25,False,False
13415,Lot-et-Garonne,47288,Sauvagnas,522.0,44.25,0.75,False,False
13416,Lozère,48032,Le Buisson,221.0,44.65,3.25,False,False
13417,Lozère,48053,Cubières,192.0,44.45,3.75,False,False
13418,Lozère,48065,Fraissinet-de-Fourques,81.0,44.25,3.550003,False,False
13419,Lozère,48103,Montrodat,1180.0,44.55,3.350006,False,False
13420,Lozère,48136,Saint-André-de-Lancize,159.0,44.25,3.75,False,False
13421,Lozère,48144,Sainte-Croix-Vallée-Française,294.0,44.15,3.75,False,False
13422,Lozère,48169,Saint-Léger-du-Malzieu,209.0,44.95,3.350006,False,False
13423,Lozère,48173,Saint-Michel-de-Dèze,229.0,44.25,3.850006,False,False
13424,Maine-et-Loire,49099,Cholet,53936.0,47.05,-0.8499756,False,True
13425,Maine-et-Loire,49110,Corzé,1954.0,47.55,-0.3499756,False,False
13426,Maine-et-Loire,49231,Nuaillé,1448.0,47.05,-0.75,False,False
13427,Maine-et-Loire,49352,Toutlemonde,1320.0,47.05,-0.75,False,False
13428,Manche,50094,Camprond,399.0,49.05,-1.3499756,False,False
13429,Manche,50148,Couvains,566.0,49.15,-1.0499878,False,False
13430,Manche,50194,Fresville,374.0,49.45,-1.3499756,False,False
13431,Manche,50256,Isigny-le-Buat,3182.0,48.65,-1.1500244,False,False
13432,Manche,50272,Tourneville-sur-Mer,1663.0,48.95,-1.5499878,False,False
13433,Manche,50312,Le Mesnil-Gilbert,138.0,48.75,-1.0499878,False,False
13434,Manche,50347,Montjoie-Saint-Martin,245.0,48.55,-1.25,False,False
13435,Manche,50405,Le Plessis-Lastelle,238.0,49.25,-1.4500122,False,False
13436,Manche,50444,Saint-Amand-Villages,2520.0,49.05,-0.9500122,False,False
13437,Manche,50456,Saint-Clément-Rancoudray,547.0,48.65,-0.8499756,False,False
13438,Manche,50473,Saint-Georges-d'Elle,381.0,49.15,-0.9500122,False,False
13439,Manche,50481,Saint-Germain-sur-Ay,908.0,49.25,-1.6500244,False,False
13440,Marne,51007,Ambonnay,958.0,49.05,4.149994,False,False
13441,Marne,51018,Athis,892.0,49.05,4.149994,False,False
13442,Marne,51099,Bussy-Lettrée,320.0,48.85,4.25,False,False
13443,Marne,51104,Cernay-en-Dormois,134.0,49.25,4.75,False,False
13444,Marne,51139,Chaudefontaine,313.0,49.05,4.850006,False,False
13445,Marne,51158,Val-des-Marais,572.0,48.85,3.949997,False,False
13446,Marne,51181,Courcelles-Sapicourt,402.0,49.25,3.850006,False,False
13447,Marne,51194,Courville,460.0,49.25,3.75,False,False
13448,Marne,51217,Dormans,2911.0,49.05,3.649994,False,False
13449,Marne,51231,L'Épine,666.0,48.95,4.449997,False,False
13450,Marne,51236,Les Essarts-le-Vicomte,136.0,48.65,3.550003,False,False
13451,Marne,51334,Luxémont-et-Villotte,453.0,48.75,4.649994,False,False
13452,Marne,51390,Moussy,763.0,49.05,3.949997,False,False
13453,Marne,51413,Oiry,888.0,49.05,4.050003,False,False
13454,Marne,51443,Potangis,118.0,48.55,3.649994,False,False
13455,Haute-Marne,52035,Baissey,177.0,47.75,5.25,False,False
13456,Haute-Marne,52051,Bize,81.0,47.85,5.649994,False,False
13457,Haute-Marne,52097,Chambroncourt,49.0,48.35,5.350006,False,False
13458,Haute-Marne,52109,Charmes-en-l'Angle,6.0,48.35,5.050003,False,False
13459,Haute-Marne,52122,Chaumont-la-Ville,120.0,48.15,5.649994,False,False
13460,Haute-Marne,52138,Colmier-le-Haut,64.0,47.75,4.949997,False,False
13461,Haute-Marne,52146,Coupray,164.0,47.95,4.949997,False,False
13462,Haute-Marne,52147,Courcelles-en-Montagne,92.0,47.85,5.25,False,False
13463,Haute-Marne,52161,Daillecourt,72.0,48.05,5.550003,False,False
13464,Haute-Marne,52171,Dommartin-le-Franc,241.0,48.45,4.949997,False,False
13465,Haute-Marne,52247,Illoud,202.0,48.25,5.550003,False,False
