,Nom Officiel Département,Code Officiel Commune,Nom Officiel Commune,population,latitude,longitude,is_prefecture,is_sous_prefecture
2696,Isère,38337,Rives,6622.0,45.35,5.449997,False,False
2697,Isère,38346,Royas,394.0,45.55,5.149994,False,False
2698,Isère,38349,Sablons,2290.0,45.35,4.75,False,False
2699,Isère,38372,Saint-Bueil,709.0,45.45,5.649994,False,False
2700,Isère,38396,Saint-Honoré,809.0,44.95,5.850006,False,False
2701,Isère,38419,Saint-Martin-de-Clelles,185.0,44.85,5.649994,False,False
2702,Isère,38434,Saint-Ondras,655.0,45.55,5.550003,False,False
2703,Isère,38445,Saint-Pierre-de-Mésage,791.0,45.05,5.75,False,False
2704,Isère,38483,Sermérieu,1644.0,45.65,5.449997,False,False
2705,Isère,38505,Thodure,790.0,45.35,5.149994,False,False
2706,Isère,38526,Vatilieu,361.0,45.25,5.449997,False,False
2707,Isère,38548,Villard-de-Lans,4322.0,45.05,5.550003,False,False
2708,Jura,39013,Arbois,3193.0,46.85,5.75,False,False
2709,Jura,39066,Bornay,180.0,46.65,5.550003,False,False
2710,Jura,39105,Chapois,216.0,46.85,5.949997,False,False
2711,Jura,39106,Charchilla,288.0,46.45,5.75,False,False
2712,Jura,39172,Courtefontaine,261.0,47.15,5.75,False,False
2713,Jura,39177,Hauteroche,976.0,46.75,5.75,False,False
2714,Jura,39203,Doye,106.0,46.75,6.050003,False,False
2715,Jura,39232,Fort-du-Plasne,466.0,46.65,5.949997,False,False
2716,Jura,39308,Malange,321.0,47.15,5.649994,False,False
2717,Jura,39336,Molain,111.0,46.85,5.850006,False,False
2718,Jura,39345,Monnières,391.0,47.15,5.449997,False,False
2719,Jura,39361,Montmirey-le-Château,196.0,47.25,5.550003,False,False
2720,Jura,39370,Mouchard,1093.0,46.95,5.75,False,False
2721,Jura,39373,Les Moussières,159.0,46.35,5.850006,False,False
2722,Jura,39385,Neublans-Abergement,542.0,46.95,5.350006,False,False
2723,Jura,39400,Our,149.0,47.15,5.649994,False,False
2724,Jura,39402,Pagney,363.0,47.25,5.75,False,False
2725,Jura,39471,Ruffey-sur-Seille,764.0,46.75,5.550003,False,False
2726,Jura,39489,Saint-Lothain,455.0,46.85,5.649994,False,False
2727,Jura,39500,Salins-les-Bains,2471.0,46.95,5.850006,False,False
2728,Jura,39505,Saugeot,57.0,46.55,5.850006,False,False
2729,Jura,39508,Sellières,728.0,46.85,5.550003,False,False
2730,Jura,39535,Tourmont,450.0,46.85,5.649994,False,False
2731,Jura,39543,Vannoz,219.0,46.75,5.949997,False,False
2732,Jura,39559,La Vieille-Loye,393.0,47.05,5.649994,False,False
2733,Landes,40056,Brocas,745.0,44.05,-0.5499878,False,False
2734,Landes,40168,Magescq,2493.0,43.75,-1.1500244,False,False
2735,Landes,40217,Parentis-en-Born,7195.0,44.35,-1.0499878,False,False
2736,Landes,40223,Peyre,234.0,43.55,-0.5499878,False,False
2737,Landes,40238,Pujo-le-Plan,614.0,43.85,-0.3499756,False,False
2738,Meurthe-et-Moselle,54100,Brin-sur-Seille,780.0,48.75,6.350006,False,False
2739,Meurthe-et-Moselle,54134,Colmey,241.0,49.45,5.550003,False,False
2740,Meurthe-et-Moselle,54226,Gibeaumeix,174.0,48.55,5.75,False,False
2741,Meurthe-et-Moselle,54243,Hablainville,221.0,48.55,6.75,False,False
2742,Meurthe-et-Moselle,54276,Jeandelaincourt,786.0,48.85,6.25,False,False
2743,Meurthe-et-Moselle,54282,Joppécourt,157.0,49.35,5.75,False,False
2744,Meurthe-et-Moselle,54293,Landécourt,85.0,48.55,6.449997,False,False
2745,Meurthe-et-Moselle,54345,Manoncourt-en-Vermois,338.0,48.55,6.25,False,False
2746,Meurthe-et-Moselle,54348,Manonville,238.0,48.85,5.949997,False,False
2747,Meurthe-et-Moselle,54380,Mont-le-Vignoble,417.0,48.65,5.850006,False,False
2748,Meurthe-et-Moselle,54449,Rehainviller,1051.0,48.55,6.449997,False,False
2749,Meurthe-et-Moselle,54564,Viéville-en-Haye,139.0,48.95,5.949997,False,False
2750,Meurthe-et-Moselle,54567,Villacourt,347.0,48.45,6.350006,False,False
2751,Meurthe-et-Moselle,54594,Xammes,173.0,48.95,5.850006,False,False
2752,Meurthe-et-Moselle,54602,Han-devant-Pierrepont,149.0,49.45,5.75,False,False
2753,Haute-Saône,70294,Lantenot,356.0,47.75,6.550003,False,False
2754,Haute-Saône,70296,Larians-et-Munans,270.0,47.45,6.25,False,False
2755,Haute-Saône,70350,Molay,64.0,47.75,5.75,False,False
2756,Haute-Saône,70355,Montarlot-lès-Rioz,314.0,47.45,6.050003,False,False
2757,Haute-Saône,70412,Plainemont,70.0,47.85,6.25,False,False
2758,Haute-Saône,70466,Saint-Loup-Nantouard,124.0,47.45,5.75,False,False
2759,Haute-Saône,70481,Savoyeux,199.0,47.55,5.75,False,False
2760,Haute-Saône,70504,Traves,354.0,47.65,5.949997,False,False
2761,Haute-Saône,70539,Vellexon-Queutrey-et-Vaudey,464.0,47.55,5.850006,False,False
2762,Haute-Saône,70540,Velloreille-lès-Choye,80.0,47.35,5.75,False,False
2763,Haute-Saône,70555,La Villedieu-en-Fontenette,166.0,47.75,6.25,False,False
2764,Saône-et-Loire,71022,Baudemont,627.0,46.25,4.25,False,False
2765,Saône-et-Loire,71043,Les Bordes,84.0,46.95,5.050003,False,False
2766,Saône-et-Loire,71050,Bourgvilain,353.0,46.35,4.649994,False,False
2767,Saône-et-Loire,71056,Branges,2367.0,46.65,5.149994,False,False
2768,Saône-et-Loire,71075,Chalmoux,634.0,46.55,3.850006,False,False
2769,Saône-et-Loire,71135,Clessé,854.0,46.45,4.850006,False,False
2770,Saône-et-Loire,71143,Condal,458.0,46.45,5.25,False,False
2771,Saône-et-Loire,71152,Cressy-sur-Somme,172.0,46.75,3.850006,False,False
2772,Saône-et-Loire,71222,Gourdon,890.0,46.65,4.449997,False,False
2773,Saône-et-Loire,71261,Loisy,678.0,46.55,5.050003,False,False
2774,Saône-et-Loire,71280,Marly-sous-Issy,83.0,46.75,3.949997,False,False
2775,Saône-et-Loire,71305,Montbellet,845.0,46.45,4.850006,False,False
2776,Saône-et-Loire,71307,Montceaux-l'Étoile,293.0,46.35,4.050003,False,False
2777,Saône-et-Loire,71308,Montceaux-Ragny,31.0,46.65,4.850006,False,False
2778,Saône-et-Loire,71316,Montmelard,367.0,46.35,4.449997,False,False
2779,Saône-et-Loire,71317,Montmort,185.0,46.75,4.149994,False,False
2780,Saône-et-Loire,71356,Pouilloux,961.0,46.55,4.350006,False,False
2781,Saône-et-Loire,71358,Pressy-sous-Dondin,104.0,46.45,4.550003,False,False
2782,Saône-et-Loire,71359,Préty,579.0,46.55,4.949997,False,False
2783,Saône-et-Loire,71381,Sailly,71.0,46.55,4.550003,False,False
2784,Saône-et-Loire,71435,Saint-Julien-sur-Dheune,236.0,46.75,4.550003,False,False
2785,Saône-et-Loire,71437,Saint-Laurent-en-Brionnais,323.0,46.25,4.25,False,False
2786,Saône-et-Loire,71449,Saint-Martin-d'Auxy,142.0,46.75,4.550003,False,False
2787,Saône-et-Loire,71457,Saint-Martin-en-Gâtinois,119.0,46.95,5.050003,False,False
2788,Saône-et-Loire,71533,Tancon,542.0,46.25,4.25,False,False
2789,Saône-et-Loire,71564,Vendenesse-lès-Charolles,747.0,46.45,4.350006,False,False
2790,Sarthe,72068,La Chartre-sur-le-Loir,1370.0,47.75,0.55000305,False,False
2791,Sarthe,72130,Fay,720.0,48.05,0.05000305,False,False
2792,Sarthe,72179,Malicorne-sur-Sarthe,1882.0,47.85,-0.049987793,False,False
2793,Sarthe,72260,Ruaudin,3514.0,47.95,0.25,False,False
2794,Sarthe,72306,Saint-Ouen-en-Belin,1324.0,47.85,0.25,False,False
2795,Sarthe,72315,Saint-Rémy-de-Sillé,835.0,48.15,-0.049987793,False,False
2796,Sarthe,72342,Souvigné-sur-Même,160.0,48.25,0.6499939,False,False
2797,Savoie,73024,Les Avanchers-Valmorel,753.0,45.45,6.449997,False,False
2798,Savoie,73026,Avrieux,392.0,45.15,6.75,False,False
2799,Savoie,73141,Laissaud,730.0,45.45,6.050003,False,False
2800,Savoie,73142,Landry,808.0,45.55,6.75,False,False
2801,Savoie,73160,Montagnole,984.0,45.55,5.949997,False,False
2802,Savoie,73175,Montsapey,81.0,45.55,6.350006,False,False
2803,Savoie,73246,Saint-Jean-de-Couz,303.0,45.45,5.850006,False,False
2804,Savoie,73250,Saint-Julien-Mont-Denis,1549.0,45.25,6.449997,False,False
2805,Savoie,73271,Saint-Pierre-d'Alvey,313.0,45.65,5.75,False,False
2806,Savoie,73289,La Table,419.0,45.45,6.149994,False,False
2807,Savoie,73292,Thénésol,318.0,45.75,6.350006,False,False
2808,Savoie,73328,Viviers-du-Lac,2271.0,45.65,5.850006,False,False
2809,Haute-Savoie,74133,Gaillard,10175.0,46.15,6.25,False,False
2810,Haute-Savoie,74236,Saint-Gervais-les-Bains,5602.0,45.85,6.75,False,False
2811,Haute-Savoie,74264,Scionzier,9059.0,46.05,6.550003,False,False
2812,Seine-Maritime,76030,Aubermesnil-Beaumais,518.0,49.85,1.1499939,False,False
2813,Seine-Maritime,76045,Auzouville-l'Esneval,359.0,49.65,0.8500061,False,False
2814,Seine-Maritime,76047,Auzouville-sur-Saâne,149.0,49.75,0.94999695,False,False
2815,Seine-Maritime,76084,Bertreville,120.0,49.75,0.55000305,False,False
2816,Seine-Maritime,76112,Le Bois-Robert,374.0,49.85,1.1499939,False,False
2817,Seine-Maritime,76130,Bouelles,272.0,49.75,1.449997,False,False
2818,Seine-Maritime,76149,Butot,283.0,49.65,1.050003,False,False
2819,Seine-Maritime,76175,Clais,262.0,49.85,1.449997,False,False
2820,Seine-Maritime,76203,Croix-Mare,719.0,49.55,0.8500061,False,False
2821,Seine-Maritime,76209,Dampierre-en-Bray,446.0,49.55,1.6499939,False,False
2822,Seine-Maritime,76221,Drosay,192.0,49.75,0.75,False,False
2823,Seine-Maritime,76224,Écrainville,969.0,49.65,0.3500061,False,False
2824,Seine-Maritime,76230,Elbeuf-sur-Andelle,460.0,49.45,1.3500061,False,False
2825,Seine-Maritime,76234,Émanville,768.0,49.65,0.94999695,False,False
2826,Seine-Maritime,76245,Eslettes,1641.0,49.55,1.050003,False,False
2827,Seine-Maritime,76249,Étaimpuis,850.0,49.65,1.1499939,False,False
2828,Seine-Maritime,76302,Goderville,2839.0,49.65,0.3500061,False,False
2829,Seine-Maritime,76364,Hodeng-Hodenger,268.0,49.55,1.550003,False,False
2830,Seine-Maritime,76369,La Houssaye-Béranger,534.0,49.65,1.050003,False,False
2831,Seine-Maritime,76413,Martigny,415.0,49.85,1.1499939,False,False
2832,Seine-Maritime,76509,Préaux,1863.0,49.45,1.25,False,False
2833,Seine-Maritime,76536,Roncherolles-sur-le-Vivier,1231.0,49.45,1.1499939,False,False
2834,Seine-Maritime,76577,Sainte-Foy,625.0,49.85,1.1499939,False,False
2835,Seine-Maritime,76619,Saint-Martin-le-Gaillard,288.0,49.95,1.3500061,False,False
2836,Seine-Maritime,76627,Saint-Nicolas-de-la-Taille,1642.0,49.55,0.44999695,False,False
2837,Seine-Maritime,76702,Touffreville-la-Corbeline,837.0,49.55,0.75,False,False
2838,Seine-Maritime,76744,Villers-sous-Foucarmont,185.0,49.85,1.550003,False,False
2839,Seine-et-Marne,77001,Achères-la-Forêt,1154.0,48.35,2.550003,False,False
2840,Seine-et-Marne,77026,Beauchery-Saint-Martin,364.0,48.55,3.449997,False,False
2841,Seine-et-Marne,77031,Bernay-Vilbert,961.0,48.65,2.949997,False,False
2842,Seine-et-Marne,77032,Beton-Bazoches,935.0,48.75,3.25,False,False
2843,Seine-et-Marne,77038,Boissettes,417.0,48.55,2.649994,False,False
2844,Ain,01019,Armix,26.0,45.85,5.550003,False,False
2845,Ain,01021,Ars-sur-Formans,1498.0,45.95,4.850006,False,False
2846,Ain,01054,Bourg-Saint-Christophe,1517.0,45.85,5.149994,False,False
2847,Ain,01078,Challex,1619.0,46.15,5.949997,False,False
2848,Ain,01200,Labalme,210.0,46.05,5.449997,False,False
2849,Ain,01227,Magnieu,655.0,45.75,5.75,False,False
2850,Ain,01235,Marlieux,1182.0,46.05,5.050003,False,False
2851,Ain,01249,Miribel,10225.0,45.85,4.949997,False,False
2852,Ain,01252,Mogneneins,803.0,46.15,4.850006,False,False
2853,Ain,01281,Ornex,4690.0,46.25,6.050003,False,False
2854,Ain,01304,Pont-d'Ain,2871.0,46.05,5.350006,False,False
2855,Ain,01332,Saint-André-de-Bâgé,809.0,46.35,4.949997,False,False
2856,Ain,01353,Sainte-Euphémie,1730.0,45.95,4.75,False,False
2857,Ain,01365,Saint-Jean-sur-Veyle,1159.0,46.25,4.949997,False,False
2858,Ain,01396,Sault-Brénaz,997.0,45.85,5.350006,False,False
2859,Aisne,02023,Armentières-sur-Ourcq,99.0,49.15,3.350006,False,False
2860,Aisne,02075,Berthenicourt,193.0,49.75,3.350006,False,False
2861,Aisne,02090,Billy-sur-Ourcq,199.0,49.25,3.25,False,False
2862,Aisne,02096,Bois-lès-Pargny,191.0,49.75,3.649994,False,False
2863,Aisne,02107,Bourguignon-sous-Coucy,104.0,49.55,3.149994,False,False
2864,Aisne,02132,Bucy-lès-Cerny,189.0,49.55,3.550003,False,False
2865,Aisne,02165,Charmes,1624.0,49.65,3.350006,False,False
2866,Aisne,02168,Château-Thierry,15204.0,49.05,3.350006,False,True
2867,Aisne,02200,Clermont-les-Fermes,101.0,49.65,3.949997,False,False
2868,Aisne,02213,Connigis,330.0,49.05,3.550003,False,False
2869,Aisne,02237,Crécy-sur-Serre,1503.0,49.75,3.649994,False,False
2870,Aisne,02318,Folembray,1370.0,49.55,3.25,False,False
2871,Aisne,02339,Gandelu,699.0,49.05,3.149994,False,False
2872,Aisne,02340,Gauchy,5204.0,49.85,3.25,False,False
2873,Aisne,02391,Jeantes,218.0,49.85,4.050003,False,False
2874,Aisne,02407,Laniscourt,210.0,49.55,3.550003,False,False
2875,Aisne,02449,Macogny,63.0,49.15,3.25,False,False
2876,Aisne,02469,Marly-Gomont,488.0,49.85,3.75,False,False
2877,Aisne,02546,La Neuville-en-Beine,186.0,49.65,3.149994,False,False
2878,Aisne,02564,Bernoy-le-Château,855.0,49.35,3.350006,False,False
2879,Aisne,02580,Oulchy-le-Château,814.0,49.25,3.350006,False,False
2880,Aisne,02596,Pavant,756.0,48.95,3.25,False,False
2881,Aisne,02623,Prisces,95.0,49.75,3.850006,False,False
2882,Aisne,02654,Romery,83.0,49.85,3.75,False,False
2883,Aisne,02770,Vauxbuin,778.0,49.35,3.25,False,False
2884,Aisne,02775,Vendeuil,926.0,49.75,3.350006,False,False
2885,Allier,03128,Huriel,2600.0,46.35,2.449997,False,False
2886,Allier,03155,Lurcy-Lévis,1879.0,46.75,2.949997,False,False
2887,Allier,03315,Villefranche-d'Allier,1268.0,46.45,2.850006,False,False
2888,Alpes-de-Haute-Provence,04001,Aiglun,1413.0,44.05,6.149994,False,False
2889,Alpes-de-Haute-Provence,04016,Authon,61.0,44.25,6.149994,False,False
2890,Alpes-de-Haute-Provence,04036,Le Brusquet,968.0,44.15,6.25,False,False
2891,Alpes-de-Haute-Provence,04068,Dauphin,838.0,43.85,5.75,False,False
2892,Alpes-de-Haute-Provence,04169,La Rochegiron,107.0,44.15,5.649994,False,False
2893,Alpes-de-Haute-Provence,04200,Salignac,679.0,44.15,5.949997,False,False
2894,Hautes-Alpes,05012,Baratier,631.0,44.55,6.550003,False,False
2895,Hautes-Alpes,05072,Laye,243.0,44.65,6.050003,False,False
2896,Hautes-Alpes,05106,Prunières,306.0,44.55,6.350006,False,False
2897,Hautes-Alpes,05155,Saint-Pierre-Avez,32.0,44.25,5.75,False,False
2898,Alpes-Maritimes,06022,Bouyon,543.0,43.85,7.149994,False,False
2899,Alpes-Maritimes,06097,Pierrefeu,340.0,43.85,7.050003,False,False
2900,Alpes-Maritimes,06116,Saint-Auban,213.0,43.85,6.75,False,False
2901,Alpes-Maritimes,06149,La Trinité,10276.0,43.75,7.350006,False,False
2902,Alpes-Maritimes,06155,Vallauris,28025.0,43.55,7.050003,False,False
2903,Ardèche,07040,Boucieu-le-Roi,251.0,45.05,4.649994,False,False
2904,Ardèche,07075,Cros-de-Géorand,150.0,44.85,4.149994,False,False
2905,Ardèche,07078,Davézieux,3158.0,45.25,4.75,False,False
2906,Ardèche,07090,Flaviac,1243.0,44.75,4.649994,False,False
2907,Ardèche,07110,Joyeuse,1745.0,44.45,4.25,False,False
2908,Ardèche,07127,Lalevade-d'Ardèche,1143.0,44.65,4.350006,False,False
2909,Ardèche,07134,Laurac-en-Vivarais,1034.0,44.55,4.25,False,False
2910,Ardèche,07219,Saint-Bauzile,321.0,44.65,4.649994,False,False
2911,Ardèche,07236,Saint-Félicien,1119.0,45.05,4.649994,False,False
2912,Ardèche,07312,Sécheras,524.0,45.15,4.75,False,False
2913,Ardèche,07323,Toulaud,1714.0,44.95,4.75,False,False
2914,Ardennes,08010,Ambly-Fleury,135.0,49.45,4.449997,False,False
2915,Ardennes,08053,Bazeilles,2365.0,49.75,5.050003,False,False
2916,Ardennes,08095,Chagny,175.0,49.55,4.75,False,False
2917,Ardennes,08143,Doumely-Bégny,73.0,49.65,4.350006,False,False
2918,Ardennes,08159,Euilly-et-Lombut,110.0,49.65,5.149994,False,False
2919,Ardennes,08197,Grandham,37.0,49.25,4.850006,False,False
2920,Ardennes,08204,Guincourt,76.0,49.55,4.649994,False,False
2921,Ardennes,08229,Houdilcourt,137.0,49.45,4.149994,False,False
2922,Ardennes,08234,Inaumont,125.0,49.55,4.350006,False,False
2923,Ardennes,08274,Marcq,92.0,49.35,4.949997,False,False
2924,Ardennes,08279,Mars-sous-Bourcq,62.0,49.45,4.649994,False,False
2925,Ardennes,08321,Neuville-Day,171.0,49.55,4.649994,False,False
2926,Ardennes,08336,Osnes,230.0,49.65,5.149994,False,False
2927,Ardennes,08356,Remaucourt,174.0,49.55,4.25,False,False
2928,Ardennes,08383,Saint-Juvin,101.0,49.35,4.949997,False,False
2929,Ardennes,08413,Seraincourt,257.0,49.65,4.149994,False,False
2930,Ardennes,08445,Thelonne,409.0,49.65,4.949997,False,False
2931,Ardennes,08458,Tourteron,179.0,49.55,4.649994,False,False
2932,Ardennes,08462,Vaux-Champagne,135.0,49.45,4.550003,False,False
2933,Ardennes,08467,Vaux-Montreuil,107.0,49.55,4.550003,False,False
2934,Ardennes,08487,Vireux-Wallerand,1894.0,50.05,4.75,False,False
2935,Ariège,09022,Arvigna,230.0,43.05,1.75,False,False
2936,Ariège,09074,Camon,150.0,43.05,1.949997,False,False
2937,Ariège,09105,Daumazan-sur-Arize,773.0,43.15,1.25,False,False
2938,Ariège,09208,Montgauch,116.0,42.95,1.050003,False,False
2939,Ariège,09232,Prades,38.0,42.75,1.8500061,False,False
2940,Ariège,09233,Pradettes,44.0,42.95,1.8500061,False,False
2941,Ariège,09246,Rimont,536.0,42.95,1.25,False,False
2942,Ariège,09265,Saint-Jean-du-Falga,2860.0,43.05,1.6499939,False,False
2943,Ariège,09271,Saint-Michel,86.0,43.15,1.550003,False,False
2944,Ariège,09298,Sorgeat,87.0,42.75,1.8500061,False,False
2945,Ariège,09320,Urs,26.0,42.75,1.75,False,False
2946,Ariège,09329,Vernajoul,710.0,42.95,1.550003,False,False
2947,Aube,10117,Crespy-le-Neuf,136.0,48.45,4.649994,False,False
2948,Aube,10118,Les Croûtes,92.0,47.95,3.850006,False,False
2949,Aube,10130,Dosnon,99.0,48.65,4.25,False,False
2950,Aube,10133,Eaux-Puiseaux,254.0,48.15,3.850006,False,False
2951,Aube,10147,Fays-la-Chapelle,130.0,48.15,4.050003,False,False
2952,Aube,10155,Fontette,178.0,48.05,4.649994,False,False
2953,Aube,10159,Fralignes,91.0,48.15,4.350006,False,False
2954,Aube,10255,Montreuil-sur-Barse,288.0,48.25,4.25,False,False
2955,Aube,10275,Ossey-les-Trois-Maisons,597.0,48.45,3.75,False,False
2956,Aube,10300,Pougy,278.0,48.45,4.350006,False,False
2957,Aube,10354,Saint-Nabord-sur-Aube,136.0,48.55,4.25,False,False
2958,Aube,10384,Trannes,200.0,48.35,4.649994,False,False
2959,Aude,11065,Camps-sur-l'Agly,56.0,42.85,2.449997,False,False
2960,Aude,11085,Cavanac,986.0,43.15,2.350006,False,False
2961,Aude,11102,Couffoulens,554.0,43.15,2.350006,False,False
2962,Aude,11122,Douzens,776.0,43.15,2.649994,False,False
2963,Aude,11142,Festes-et-Saint-André,189.0,42.95,2.149994,False,False
2964,Aude,11210,Luc-sur-Orbieu,1146.0,43.15,2.75,False,False
2965,Aude,11242,Montclar,173.0,43.15,2.25,False,False
2966,Aude,11255,Montredon-des-Corbières,1480.0,43.15,2.949997,False,False
2967,Aude,11262,Narbonne,56395.0,43.15,3.050003,False,True
2968,Aude,11293,Pomas,954.0,43.15,2.25,False,False
2969,Aude,11360,Saint-Nazaire-d'Aude,2091.0,43.25,2.850006,False,False
2970,Aude,11393,Tourouzelle,489.0,43.25,2.75,False,False
2971,Aude,11399,Tréville,108.0,43.35,1.949997,False,False
2972,Aude,11406,Véraza,32.0,42.95,2.350006,False,False
2973,Aude,11422,Villedubert,343.0,43.25,2.449997,False,False
2974,Aude,11437,Villesèquelande,887.0,43.25,2.25,False,False
2975,Aveyron,12011,Arvieu,755.0,44.15,2.649994,False,False
2976,Aveyron,12021,Le Bas Ségala,1593.0,44.35,2.149994,False,False
2977,Aveyron,12054,La Capelle-Bleys,344.0,44.35,2.149994,False,False
2978,Aveyron,12091,Drulhe,455.0,44.45,2.149994,False,False
2979,Aveyron,12121,Lanuéjouls,743.0,44.45,2.149994,False,False
2980,Aveyron,12156,Montpeyroux,523.0,44.65,2.75,False,False
2981,Aveyron,12162,Moyrazès,1075.0,44.35,2.449997,False,False
2982,Aveyron,12166,Murols,108.0,44.75,2.550003,False,False
2983,Aveyron,12183,Plaisance,220.0,43.95,2.550003,False,False
2984,Aveyron,12205,La Rouquette,771.0,44.35,1.949997,False,False
2985,Aveyron,12227,Saint-Igest,175.0,44.45,2.050003,False,False
2986,Aveyron,12229,Saint-Jean-d'Alcapiès,233.0,43.95,2.949997,False,False
2987,Aveyron,12249,Saint-Sever-du-Moustier,185.0,43.75,2.649994,False,False
2988,Aveyron,12266,Ségur,546.0,44.25,2.850006,False,False
2989,Aveyron,12275,Tauriac-de-Camarès,34.0,43.75,3.050003,False,False
2990,Bouches-du-Rhône,13018,Cabannes,4595.0,43.85,4.949997,False,False
2991,Bouches-du-Rhône,13039,Fos-sur-Mer,15469.0,43.45,4.850006,False,False
2992,Bouches-du-Rhône,13053,Mallemort,6172.0,43.75,5.149994,False,False
2993,Calvados,14007,Amayé-sur-Seulles,218.0,49.05,-0.75,False,False
2994,Calvados,14027,Les Monts d'Aunay,4554.0,48.95,-0.6500244,False,False
2995,Calvados,14084,Bonnemaison,395.0,49.05,-0.5499878,False,False
2996,Calvados,14090,Boulon,810.0,49.05,-0.3499756,False,False
2997,Calvados,14147,Cernay,138.0,49.05,0.3500061,False,False
2998,Calvados,14196,Crépon,217.0,49.35,-0.5499878,False,False
2999,Calvados,14229,Dozulé,2315.0,49.25,-0.049987793,False,False
3000,Calvados,14258,Falaise,7782.0,48.95,-0.15002441,False,False
3001,Calvados,14333,Honfleur,6761.0,49.45,0.25,False,False
3002,Calvados,14410,Méry-Bissières-en-Auge,1080.0,49.15,-0.049987793,False,False
3003,Calvados,14488,Ouistreham,9331.0,49.25,-0.25,False,False
3004,Calvados,14552,Ryes,494.0,49.35,-0.6500244,False,False
3005,Calvados,14635,Saint-Omer,189.0,48.95,-0.4500122,False,False
3006,Calvados,14714,Le Tronquay,779.0,49.25,-0.8499756,False,False
3007,Cantal,15002,Alleuze,226.0,44.95,3.149994,False,False
3008,Cantal,15050,Le Claux,163.0,45.15,2.75,False,False
3009,Cantal,15125,Mentières,127.0,45.05,3.149994,False,False
3010,Cantal,15153,Pleaux,1459.0,45.15,2.25,False,False
3011,Cantal,15241,La Trinitat,49.0,44.75,2.949997,False,False
3012,Cantal,15246,Valette,238.0,45.25,2.649994,False,False
3013,Charente,16058,Boutiers-Saint-Trojan,1399.0,45.75,-0.3499756,False,False
3014,Charente,16075,Champagne-Vigny,238.0,45.55,0.05000305,False,False
3015,Charente,16079,Chantillac,364.0,45.35,-0.25,False,False
3016,Charente,16104,Condac,464.0,46.05,0.25,False,False
3017,Charente,16165,Houlette,386.0,45.75,-0.25,False,False
3018,Charente,16243,Nercillac,1038.0,45.75,-0.25,False,False
3019,Charente,16248,Oradour,147.0,45.95,-0.049987793,False,False
3020,Charente,16283,Ronsenac,571.0,45.45,0.25,False,False
3021,Charente,16312,Saint-Cybardeaux,822.0,45.75,-0.049987793,False,False
3022,Eure-et-Loir,28180,Gilles,490.0,48.95,1.550003,False,False
3023,Eure-et-Loir,28206,Laons,663.0,48.75,1.1499939,False,False
3024,Eure-et-Loir,28229,Mainvilliers,11057.0,48.45,1.449997,False,False
3025,Eure-et-Loir,28230,Maisons,391.0,48.45,1.8500061,False,False
3026,Eure-et-Loir,28259,Montboissier,335.0,48.25,1.449997,False,False
3027,Eure-et-Loir,28283,Nottonville,279.0,48.15,1.550003,False,False
3028,Eure-et-Loir,28285,Oinville-sous-Auneau,339.0,48.45,1.75,False,False
3029,Eure-et-Loir,28294,Oysonville,520.0,48.35,1.949997,False,False
3030,Eure-et-Loir,28365,Sandarville,414.0,48.35,1.3500061,False,False
3031,Eure-et-Loir,28388,Thivars,1047.0,48.35,1.449997,False,False
3032,Eure-et-Loir,28389,Thiville,336.0,48.05,1.3500061,False,False
3033,Eure-et-Loir,28406,Éole-en-Beauce,1242.0,48.25,1.6499939,False,False
3034,Eure-et-Loir,28423,Yermenonville,607.0,48.55,1.6499939,False,False
3035,Finistère,29017,Brélès,860.0,48.45,-4.6500244,False,False
3036,Finistère,29046,Douarnenez,14163.0,48.05,-4.3499756,False,False
3037,Finistère,29058,Fouesnant,10098.0,47.85,-4.049988,False,False
3038,Finistère,29061,Gouesnou,6347.0,48.45,-4.450012,False,False
3039,Finistère,29083,Île-de-Sein,273.0,48.05,-4.8499756,False,False
3040,Finistère,29114,Lannéanou,344.0,48.55,-3.6500244,False,False
3041,Finistère,29116,Lanneuffret,150.0,48.55,-4.1500244,False,False
3042,Finistère,29184,Plouénan,2567.0,48.65,-3.9500122,False,False
3043,Finistère,29257,Saint-Pabu,2067.0,48.55,-4.6500244,False,False
3044,Corse-du-Sud,2A203,Partinello,94.0,42.35,8.649994,False,False
3045,Corse-du-Sud,2A262,Rosazia,51.0,42.15,8.649994,False,False
3046,Corse-du-Sud,2A270,Sari-d'Orcino,352.0,42.05,8.649994,False,False
3047,Haute-Corse,2B077,Castellare-di-Casinca,706.0,42.45,8.649994,False,False
3048,Haute-Corse,2B188,Olmeta-di-Tuda,543.0,42.65,8.649994,False,False
3049,Haute-Corse,2B226,Pietraserena,58.0,42.25,8.649994,False,False
3050,Haute-Corse,2B255,Quercitello,39.0,42.45,8.649994,False,False
3051,Haute-Corse,2B313,San-Nicolao,2033.0,42.35,8.649994,False,False
3052,Haute-Corse,2B364,Zuani,36.0,42.25,8.649994,False,False
3053,Gard,30007,Alès,43892.0,44.15,4.050003,False,True
3054,Gard,30027,Bagard,2577.0,44.05,4.050003,False,False
3055,Gard,30037,Bessèges,2695.0,44.25,4.149994,False,False
3056,Gard,30111,Foissac,444.0,44.05,4.25,False,False
3057,Gard,30120,Gagnières,1089.0,44.35,4.149994,False,False
3058,Gard,30126,Garrigues-Sainte-Eulalie,748.0,43.95,4.350006,False,False
3059,Gard,30193,Parignargues,684.0,43.85,4.25,False,False
